"P","L","Ecoef","inv","Lcost","volcost","grpsz","N","expected_vol","Leader_payment","Non_Ldr_return","Ldr_return","Flwr_return","Acephalous_return","GrpBenefitToLdr","LdrNetBenefit","volunteering","LFReturnRatio"
1,15,0.9,0.1,0,0,5,100,0.517438307925082,0,30.5260593005785,7.4,7.5,6,7.40000000000001,-0.100000000000001,"common",0.986666666666667
3,15,0.9,0.1,0,0,5,100,0.366060483287332,0,30.5260593005785,9.2,9.5,8,7.2,-0.300000000000001,"common",0.968421052631579
7,15,0.9,0.1,0,0,5,100,0.2,0,30.5260593005785,12.8,13.5,12,6.8,-0.699999999999999,"rare",0.948148148148148
12,15,0.9,0.1,0,0,5,100,0.057516475293288,0,30.5260593005785,17.3,18.5,17,6.3,-1.2,"rare",0.935135135135135
15,15,0.9,0.1,0,0,5,100,0,0,30.5260593005785,20,21.5,20,6,-1.5,"none",0.930232558139535
0,1,1,0.1,0,0,5,100,1,0,30.5260593005785,5.1,5.1,5,0.5,0,"all",1
1,1,1,0.1,0,0,5,100,0,0,30.5260593005785,6,6.1,6,0.399999999999999,-0.0999999999999996,"none",0.983606557377049
3,1,1,0.1,0,0,5,100,0,0,30.5260593005785,7.8,8.1,8,0.199999999999996,-0.3,"none",0.962962962962963
7,1,1,0.1,0,0,5,100,0,0,30.5260593005785,11.4,12.1,12,-0.200000000000003,-0.700000000000001,"none",0.942148760330578
12,1,1,0.1,0,0,5,100,0,0,30.5260593005785,15.9,17.1,17,-0.699999999999989,-1.2,"none",0.929824561403509
15,1,1,0.1,0,0,5,100,0,0,30.5260593005785,18.6,20.1,20,-1,-1.5,"none",0.925373134328358
0,3,1,0.1,0,0,5,100,1,0,30.5260593005785,5.3,5.3,5,1.5,0,"all",1
1,3,1,0.1,0,0,5,100,0.272319174990503,0,30.5260593005785,6.2,6.3,6,1.4,-0.0999999999999996,"rare",0.984126984126984
3,3,1,0.1,0,0,5,100,0,0,30.5260593005785,8,8.3,8,1.2,-0.300000000000001,"none",0.963855421686747
7,3,1,0.1,0,0,5,100,0,0,30.5260593005785,11.6,12.3,12,0.800000000000004,-0.700000000000001,"none",0.943089430894309
12,3,1,0.1,0,0,5,100,0,0,30.5260593005785,16.1,17.3,17,0.300000000000011,-1.2,"none",0.930635838150289
15,3,1,0.1,0,0,5,100,0,0,30.5260593005785,18.8,20.3,20,0,-1.5,"none",0.926108374384236
0,7,1,0.1,0,0,5,100,1,0,30.5260593005785,5.7,5.7,5,3.5,0,"all",1
1,7,1,0.1,0,0,5,100,0.418047535819435,0,30.5260593005785,6.6,6.7,6,3.4,-0.0999999999999996,"common",0.985074626865672
3,7,1,0.1,0,0,5,100,0.219224337330973,0,30.5260593005785,8.4,8.7,8,3.2,-0.299999999999999,"rare",0.96551724137931
7,7,1,0.1,0,0,5,100,0,0,30.5260593005785,12,12.7,12,2.8,-0.699999999999999,"none",0.94488188976378
12,7,1,0.1,0,0,5,100,0,0,30.5260593005785,16.5,17.7,17,2.3,-1.2,"none",0.932203389830509
15,7,1,0.1,0,0,5,100,0,0,30.5260593005785,19.2,20.7,20,2,-1.5,"none",0.927536231884058
0,12,1,0.1,0,0,5,100,1,0,30.5260593005785,6.2,6.2,5,6,-8.88178419700125e-16,"all",1
1,12,1,0.1,0,0,5,100,0.490703515177174,0,30.5260593005785,7.1,7.2,6,5.9,-0.0999999999999996,"common",0.986111111111111
3,12,1,0.1,0,0,5,100,0.32748319712189,0,30.5260593005785,8.9,9.2,8,5.7,-0.299999999999999,"rare",0.967391304347826
7,12,1,0.1,0,0,5,100,0.145433961334673,0,30.5260593005785,12.5,13.2,12,5.3,-0.699999999999999,"rare",0.946969696969697
12,12,1,0.1,0,0,5,100,0,0,30.5260593005785,17,18.2,17,4.8,-1.2,"none",0.934065934065934
15,12,1,0.1,0,0,5,100,0,0,30.5260593005785,19.7,21.2,20,4.5,-1.5,"none",0.929245283018868
0,15,1,0.1,0,0,5,100,1,0,30.5260593005785,6.5,6.5,5,7.5,0,"all",1
1,15,1,0.1,0,0,5,100,0.517438307925082,0,30.5260593005785,7.4,7.5,6,7.40000000000001,-0.100000000000001,"common",0.986666666666667
3,15,1,0.1,0,0,5,100,0.366060483287332,0,30.5260593005785,9.2,9.5,8,7.2,-0.300000000000001,"common",0.968421052631579
7,15,1,0.1,0,0,5,100,0.2,0,30.5260593005785,12.8,13.5,12,6.8,-0.699999999999999,"rare",0.948148148148148
12,15,1,0.1,0,0,5,100,0.057516475293288,0,30.5260593005785,17.3,18.5,17,6.3,-1.2,"rare",0.935135135135135
15,15,1,0.1,0,0,5,100,0,0,30.5260593005785,20,21.5,20,6,-1.5,"none",0.930232558139535
0,1,0,0.3,0,0,5,100,1,0,30.5260593005785,5.3,5.3,5,1.5,0,"all",1
1,1,0,0.3,0,0,5,100,0,0,30.5260593005785,6,6.3,6,1.2,-0.3,"none",0.952380952380952
3,1,0,0.3,0,0,5,100,0,0,30.5260593005785,7.4,8.3,8,0.600000000000001,-0.900000000000001,"none",0.891566265060241
7,1,0,0.3,0,0,5,100,0,0,30.5260593005785,10.2,12.3,12,-0.599999999999994,-2.1,"none",0.829268292682927
12,1,0,0.3,0,0,5,100,0,0,30.5260593005785,13.7,17.3,17,-2.09999999999999,-3.6,"none",0.791907514450867
15,1,0,0.3,0,0,5,100,0,0,30.5260593005785,15.8,20.3,20,-3,-4.5,"none",0.778325123152709
0,3,0,0.3,0,0,5,100,1,0,30.5260593005785,5.9,5.9,5,4.5,0,"all",1
1,3,0,0.3,0,0,5,100,0.27286643466455,0,30.5260593005785,6.6,6.9,6,4.2,-0.3,"rare",0.956521739130435
3,3,0,0.3,0,0,5,100,0,0,30.5260593005785,8,8.9,8,3.6,-0.9,"none",0.898876404494382
7,3,0,0.3,0,0,5,100,0,0,30.5260593005785,10.8,12.9,12,2.40000000000001,-2.1,"none",0.837209302325581
12,3,0,0.3,0,0,5,100,0,0,30.5260593005785,14.3,17.9,17,0.899999999999991,-3.6,"none",0.798882681564246
15,3,0,0.3,0,0,5,100,0,0,30.5260593005785,16.4,20.9,20,0,-4.5,"none",0.784688995215311
0,7,0,0.3,0,0,5,100,1,0,30.5260593005785,7.1,7.1,5,10.5,0,"all",1
1,7,0,0.3,0,0,5,100,0.418894487784383,0,30.5260593005785,7.8,8.1,6,10.2,-0.3,"common",0.962962962962963
3,7,0,0.3,0,0,5,100,0.22,0,30.5260593005785,9.2,10.1,8,9.59999999999999,-0.899999999999999,"rare",0.910891089108911
7,7,0,0.3,0,0,5,100,0,0,30.5260593005785,12,14.1,12,8.40000000000001,-2.1,"none",0.851063829787234
12,7,0,0.3,0,0,5,100,0,0,30.5260593005785,15.5,19.1,17,6.90000000000001,-3.6,"none",0.81151832460733
15,7,0,0.3,0,0,5,100,0,0,30.5260593005785,17.6,22.1,20,6,-4.5,"none",0.796380090497738
0,12,0,0.3,0,0,5,100,1,0,30.5260593005785,8.6,8.6,5,18,0,"all",1
1,12,0,0.3,0,0,5,100,0.491760446794252,0,30.5260593005785,9.3,9.6,6,17.7,-0.300000000000001,"common",0.96875
3,12,0,0.3,0,0,5,100,0.328631852593935,0,30.5260593005785,10.7,11.6,8,17.1,-0.900000000000002,"rare",0.922413793103448
7,12,0,0.3,0,0,5,100,0.146296867641162,0,30.5260593005785,13.5,15.6,12,15.9,-2.1,"rare",0.865384615384615
12,12,0,0.3,0,0,5,100,0,0,30.5260593005785,17,20.6,17,14.4,-3.6,"none",0.825242718446602
15,12,0,0.3,0,0,5,100,0,0,30.5260593005785,19.1,23.6,20,13.5,-4.5,"none",0.809322033898305
0,15,0,0.3,0,0,5,100,1,0,30.5260593005785,9.5,9.5,5,22.5,0,"all",1
1,15,0,0.3,0,0,5,100,0.518465842853703,0,30.5260593005785,10.2,10.5,6,22.2,-0.300000000000001,"common",0.971428571428571
3,15,0,0.3,0,0,5,100,0.367308042761802,0,30.5260593005785,11.6,12.5,8,21.6,-0.9,"common",0.928
7,15,0,0.3,0,0,5,100,0.201138470411984,0,30.5260593005785,14.4,16.5,12,20.4,-2.1,"rare",0.872727272727273
12,15,0,0.3,0,0,5,100,0.0579698492907868,0,30.5260593005785,17.9,21.5,17,18.9,-3.6,"rare",0.832558139534884
15,15,0,0.3,0,0,5,100,0,0,30.5260593005785,20,24.5,20,18,-4.5,"none",0.816326530612245
0,1,0.1,0.3,0,0,5,100,1,0,30.5260593005785,5.3,5.3,5,1.5,0,"all",1
1,1,0.1,0.3,0,0,5,100,0,0,30.5260593005785,6,6.3,6,1.2,-0.3,"none",0.952380952380952
3,1,0.1,0.3,0,0,5,100,0,0,30.5260593005785,7.4,8.3,8,0.600000000000001,-0.900000000000001,"none",0.891566265060241
7,1,0.1,0.3,0,0,5,100,0,0,30.5260593005785,10.2,12.3,12,-0.599999999999994,-2.1,"none",0.829268292682927
12,1,0.1,0.3,0,0,5,100,0,0,30.5260593005785,13.7,17.3,17,-2.09999999999999,-3.6,"none",0.791907514450867
15,1,0.1,0.3,0,0,5,100,0,0,30.5260593005785,15.8,20.3,20,-3,-4.5,"none",0.778325123152709
0,3,0.1,0.3,0,0,5,100,1,0,30.5260593005785,5.9,5.9,5,4.5,0,"all",1
1,3,0.1,0.3,0,0,5,100,0.27286643466455,0,30.5260593005785,6.6,6.9,6,4.2,-0.3,"rare",0.956521739130435
3,3,0.1,0.3,0,0,5,100,0,0,30.5260593005785,8,8.9,8,3.6,-0.9,"none",0.898876404494382
7,3,0.1,0.3,0,0,5,100,0,0,30.5260593005785,10.8,12.9,12,2.40000000000001,-2.1,"none",0.837209302325581
12,3,0.1,0.3,0,0,5,100,0,0,30.5260593005785,14.3,17.9,17,0.899999999999991,-3.6,"none",0.798882681564246
15,3,0.1,0.3,0,0,5,100,0,0,30.5260593005785,16.4,20.9,20,0,-4.5,"none",0.784688995215311
0,7,0.1,0.3,0,0,5,100,1,0,30.5260593005785,7.1,7.1,5,10.5,0,"all",1
1,7,0.1,0.3,0,0,5,100,0.418894487784383,0,30.5260593005785,7.8,8.1,6,10.2,-0.3,"common",0.962962962962963
3,7,0.1,0.3,0,0,5,100,0.22,0,30.5260593005785,9.2,10.1,8,9.59999999999999,-0.899999999999999,"rare",0.910891089108911
7,7,0.1,0.3,0,0,5,100,0,0,30.5260593005785,12,14.1,12,8.40000000000001,-2.1,"none",0.851063829787234
12,7,0.1,0.3,0,0,5,100,0,0,30.5260593005785,15.5,19.1,17,6.90000000000001,-3.6,"none",0.81151832460733
15,7,0.1,0.3,0,0,5,100,0,0,30.5260593005785,17.6,22.1,20,6,-4.5,"none",0.796380090497738
0,12,0.1,0.3,0,0,5,100,1,0,30.5260593005785,8.6,8.6,5,18,0,"all",1
1,12,0.1,0.3,0,0,5,100,0.491760446794252,0,30.5260593005785,9.3,9.6,6,17.7,-0.300000000000001,"common",0.96875
3,12,0.1,0.3,0,0,5,100,0.328631852593935,0,30.5260593005785,10.7,11.6,8,17.1,-0.900000000000002,"rare",0.922413793103448
7,12,0.1,0.3,0,0,5,100,0.146296867641162,0,30.5260593005785,13.5,15.6,12,15.9,-2.1,"rare",0.865384615384615
12,12,0.1,0.3,0,0,5,100,0,0,30.5260593005785,17,20.6,17,14.4,-3.6,"none",0.825242718446602
15,12,0.1,0.3,0,0,5,100,0,0,30.5260593005785,19.1,23.6,20,13.5,-4.5,"none",0.809322033898305
0,15,0.1,0.3,0,0,5,100,1,0,30.5260593005785,9.5,9.5,5,22.5,0,"all",1
1,15,0.1,0.3,0,0,5,100,0.518465842853703,0,30.5260593005785,10.2,10.5,6,22.2,-0.300000000000001,"common",0.971428571428571
3,15,0.1,0.3,0,0,5,100,0.367308042761802,0,30.5260593005785,11.6,12.5,8,21.6,-0.9,"common",0.928
7,15,0.1,0.3,0,0,5,100,0.201138470411984,0,30.5260593005785,14.4,16.5,12,20.4,-2.1,"rare",0.872727272727273
12,15,0.1,0.3,0,0,5,100,0.0579698492907868,0,30.5260593005785,17.9,21.5,17,18.9,-3.6,"rare",0.832558139534884
15,15,0.1,0.3,0,0,5,100,0,0,30.5260593005785,20,24.5,20,18,-4.5,"none",0.816326530612245
0,1,0.4,0.3,0,0,5,100,1,0,30.5260593005785,5.3,5.3,5,1.5,0,"all",1
1,1,0.4,0.3,0,0,5,100,0,0,30.5260593005785,6,6.3,6,1.2,-0.3,"none",0.952380952380952
3,1,0.4,0.3,0,0,5,100,0,0,30.5260593005785,7.4,8.3,8,0.600000000000001,-0.900000000000001,"none",0.891566265060241
7,1,0.4,0.3,0,0,5,100,0,0,30.5260593005785,10.2,12.3,12,-0.599999999999994,-2.1,"none",0.829268292682927
12,1,0.4,0.3,0,0,5,100,0,0,30.5260593005785,13.7,17.3,17,-2.09999999999999,-3.6,"none",0.791907514450867
15,1,0.4,0.3,0,0,5,100,0,0,30.5260593005785,15.8,20.3,20,-3,-4.5,"none",0.778325123152709
0,3,0.4,0.3,0,0,5,100,1,0,30.5260593005785,5.9,5.9,5,4.5,0,"all",1
1,3,0.4,0.3,0,0,5,100,0.27286643466455,0,30.5260593005785,6.6,6.9,6,4.2,-0.3,"rare",0.956521739130435
3,3,0.4,0.3,0,0,5,100,0,0,30.5260593005785,8,8.9,8,3.6,-0.9,"none",0.898876404494382
7,3,0.4,0.3,0,0,5,100,0,0,30.5260593005785,10.8,12.9,12,2.40000000000001,-2.1,"none",0.837209302325581
12,3,0.4,0.3,0,0,5,100,0,0,30.5260593005785,14.3,17.9,17,0.899999999999991,-3.6,"none",0.798882681564246
15,3,0.4,0.3,0,0,5,100,0,0,30.5260593005785,16.4,20.9,20,0,-4.5,"none",0.784688995215311
0,7,0.4,0.3,0,0,5,100,1,0,30.5260593005785,7.1,7.1,5,10.5,0,"all",1
1,7,0.4,0.3,0,0,5,100,0.418894487784383,0,30.5260593005785,7.8,8.1,6,10.2,-0.3,"common",0.962962962962963
3,7,0.4,0.3,0,0,5,100,0.22,0,30.5260593005785,9.2,10.1,8,9.59999999999999,-0.899999999999999,"rare",0.910891089108911
7,7,0.4,0.3,0,0,5,100,0,0,30.5260593005785,12,14.1,12,8.40000000000001,-2.1,"none",0.851063829787234
12,7,0.4,0.3,0,0,5,100,0,0,30.5260593005785,15.5,19.1,17,6.90000000000001,-3.6,"none",0.81151832460733
15,7,0.4,0.3,0,0,5,100,0,0,30.5260593005785,17.6,22.1,20,6,-4.5,"none",0.796380090497738
0,12,0.4,0.3,0,0,5,100,1,0,30.5260593005785,8.6,8.6,5,18,0,"all",1
1,12,0.4,0.3,0,0,5,100,0.492084211796206,0.0020060633931933,30.5260593005785,9.30040121267864,9.59959878732136,6,17.6987963619641,-0.299197574642724,"common",0.96883228338273
3,12,0.4,0.3,0,0,5,100,0.484350645003979,1.52330558753075,30.5260593005785,11.0046611175061,11.2953388824938,8,16.1860166474816,-0.2906777649877,"common",0.974265688881791
7,12,0.4,0.3,0,0,5,100,0.484750589594044,4.66635171758114,30.5260593005785,14.4332703435162,14.6667296564838,12,13.1001889694513,-0.233459312967545,"common",0.984082387932722
12,12,0.4,0.3,0,0,5,100,0.485049751237386,8.59042759941401,30.5260593005785,18.7180855198828,18.8819144801172,17,9.2457434403516,-0.163828960234397,"common",0.991323498451023
15,12,0.4,0.3,0,0,5,100,0.485172925375677,10.9435603479442,30.5260593005785,21.2887120695888,21.4112879304112,20,6.93386379123351,-0.12257586082233,"common",0.994275175728769
0,15,0.4,0.3,0,0,5,100,1,0,30.5260593005785,9.5,9.5,5,22.5,0,"all",1
1,15,0.4,0.3,0,0,5,100,0.518465842853703,0,30.5260593005785,10.2,10.5,6,22.2,-0.300000000000001,"common",0.971428571428571
3,15,0.4,0.3,0,0,5,100,0.476170567999173,1.24778424542225,30.5260593005785,11.8495568490845,12.2504431509156,8,20.8513294527467,-0.400886301831102,"common",0.967275771423735
7,15,0.4,0.3,0,0,5,100,0.48457110188195,4.45755720548549,30.5260593005785,15.2915114410971,15.6084885589029,12,17.7254656767087,-0.316977117805804,"common",0.979692004346891
12,15,0.4,0.3,0,0,5,100,0.484897247790965,8.38377733667135,30.5260593005785,19.5767554673343,19.8232445326657,17,13.8697335979972,-0.246489065331456,"common",0.987565654808663
15,15,0.4,0.3,0,0,5,100,0.485027034605907,10.7378202337414,30.5260593005785,22.1475640467483,22.3524359532517,20,11.5573078597552,-0.204871906503431,"common",0.990834470706821
0,1,0.9,0.3,0,0,5,100,1,0,30.5260593005785,5.3,5.3,5,1.5,0,"all",1
1,1,0.9,0.3,0,0,5,100,0,0,30.5260593005785,6,6.3,6,1.2,-0.3,"none",0.952380952380952
3,1,0.9,0.3,0,0,5,100,0,0,30.5260593005785,7.4,8.3,8,0.600000000000001,-0.900000000000001,"none",0.891566265060241
7,1,0.9,0.3,0,0,5,100,0,0,30.5260593005785,10.2,12.3,12,-0.599999999999994,-2.1,"none",0.829268292682927
12,1,0.9,0.3,0,0,5,100,0,0,30.5260593005785,13.7,17.3,17,-2.09999999999999,-3.6,"none",0.791907514450867
15,1,0.9,0.3,0,0,5,100,0,0,30.5260593005785,15.8,20.3,20,-3,-4.5,"none",0.778325123152709
0,3,0.9,0.3,0,0,5,100,1,0,30.5260593005785,5.9,5.9,5,4.5,0,"all",1
1,3,0.9,0.3,0,0,5,100,0.27286643466455,0,30.5260593005785,6.6,6.9,6,4.2,-0.3,"rare",0.956521739130435
3,3,0.9,0.3,0,0,5,100,0,0,30.5260593005785,8,8.9,8,3.6,-0.9,"none",0.898876404494382
7,3,0.9,0.3,0,0,5,100,0,0,30.5260593005785,10.8,12.9,12,2.40000000000001,-2.1,"none",0.837209302325581
12,3,0.9,0.3,0,0,5,100,0,0,30.5260593005785,14.3,17.9,17,0.899999999999991,-3.6,"none",0.798882681564246
15,3,0.9,0.3,0,0,5,100,0,0,30.5260593005785,16.4,20.9,20,0,-4.5,"none",0.784688995215311
0,7,0.9,0.3,0,0,5,100,1,0,30.5260593005785,7.1,7.1,5,10.5,0,"all",1
1,7,0.9,0.3,0,0,5,100,0.418894487784383,0,30.5260593005785,7.8,8.1,6,10.2,-0.3,"common",0.962962962962963
3,7,0.9,0.3,0,0,5,100,0.22,0,30.5260593005785,9.2,10.1,8,9.59999999999999,-0.899999999999999,"rare",0.910891089108911
7,7,0.9,0.3,0,0,5,100,0,0,30.5260593005785,12,14.1,12,8.40000000000001,-2.1,"none",0.851063829787234
12,7,0.9,0.3,0,0,5,100,0,0,30.5260593005785,15.5,19.1,17,6.90000000000001,-3.6,"none",0.81151832460733
15,7,0.9,0.3,0,0,5,100,0,0,30.5260593005785,17.6,22.1,20,6,-4.5,"none",0.796380090497738
0,12,0.9,0.3,0,0,5,100,1,0,30.5260593005785,8.6,8.6,5,18,0,"all",1
1,12,0.9,0.3,0,0,5,100,0.918236167388872,0.333269977596012,30.5260593005785,9.53328898431721,9.5333460044808,6,17.6666730022404,-5.70201635898826e-05,"most",0.999994018871909
3,12,0.9,0.3,0,0,5,100,0.93,0.999971823496641,30.5260593005785,11.3999802764476,11.4000056353007,8,17.0000028176503,-2.53588530227944e-05,"most",0.999997775540308
7,12,0.9,0.3,0,0,5,100,0.924330829530433,2.33329513824175,30.5260593005785,15.1333065967692,15.1333409723517,12,15.6666704861758,-3.43755824268044e-05,"most",0.999997728486889
12,12,0.9,0.3,0,0,5,100,0.926499910035241,3.99997049106437,30.5260593005785,19.7999793437451,19.8000059017871,17,14.0000029508936,-2.65580420695244e-05,"most",0.999998658685144
15,12,0.9,0.3,0,0,5,100,0.922734128248777,4.99996488379193,30.5260593005785,22.5999754186544,22.6000070232416,20,13.0000035116208,-3.16045872637005e-05,"most",0.99999860156737
0,15,0.9,0.3,0,0,5,100,1,0,30.5260593005785,9.5,9.5,5,22.5,0,"all",1
1,15,0.9,0.3,0,0,5,100,0.938543796719261,0.333313759546274,30.5260593005785,10.4333196316824,10.4333372480907,6,22.1666686240454,-1.76164083534047e-05,"most",0.999998311526989
3,15,0.9,0.3,0,0,5,100,0.92623791469493,0.99995349202603,30.5260593005785,12.2999674444182,12.3000093015948,8,21.5000046507974,-4.18571765710141e-05,"most",0.999996596980088
7,15,0.9,0.3,0,0,5,100,0.932490399133418,2.33330512521598,30.5260593005785,16.0333135876512,16.0333389749568,12,20.1666694874784,-2.53873056230702e-05,"most",0.999998416592722
12,15,0.9,0.3,0,0,5,100,0.937436592661545,3.99998234672382,30.5260593005785,20.6999876427067,20.7000035306552,17,18.5000017653276,-1.58879485638863e-05,"most",0.999999232466384
15,15,0.9,0.3,0,0,5,100,0.932768951269615,4.99997610158877,30.5260593005785,23.4999832711121,23.5000047796822,20,17.5000023898411,-2.15085701036344e-05,"most",0.999999084741884
0,1,1,0.3,0,0,5,100,1,0,30.5260593005785,5.3,5.3,5,1.5,0,"all",1
1,1,1,0.3,0,0,5,100,0,0,30.5260593005785,6,6.3,6,1.2,-0.3,"none",0.952380952380952
3,1,1,0.3,0,0,5,100,0,0,30.5260593005785,7.4,8.3,8,0.600000000000001,-0.900000000000001,"none",0.891566265060241
7,1,1,0.3,0,0,5,100,0,0,30.5260593005785,10.2,12.3,12,-0.599999999999994,-2.1,"none",0.829268292682927
12,1,1,0.3,0,0,5,100,0,0,30.5260593005785,13.7,17.3,17,-2.09999999999999,-3.6,"none",0.791907514450867
15,1,1,0.3,0,0,5,100,0,0,30.5260593005785,15.8,20.3,20,-3,-4.5,"none",0.778325123152709
0,3,1,0.3,0,0,5,100,1,0,30.5260593005785,5.9,5.9,5,4.5,0,"all",1
1,3,1,0.3,0,0,5,100,0.27286643466455,0,30.5260593005785,6.6,6.9,6,4.2,-0.3,"rare",0.956521739130435
3,3,1,0.3,0,0,5,100,0,0,30.5260593005785,8,8.9,8,3.6,-0.9,"none",0.898876404494382
7,3,1,0.3,0,0,5,100,0,0,30.5260593005785,10.8,12.9,12,2.40000000000001,-2.1,"none",0.837209302325581
12,3,1,0.3,0,0,5,100,0,0,30.5260593005785,14.3,17.9,17,0.899999999999991,-3.6,"none",0.798882681564246
15,3,1,0.3,0,0,5,100,0,0,30.5260593005785,16.4,20.9,20,0,-4.5,"none",0.784688995215311
0,7,1,0.3,0,0,5,100,1,0,30.5260593005785,7.1,7.1,5,10.5,0,"all",1
1,7,1,0.3,0,0,5,100,0.418894487784383,0,30.5260593005785,7.8,8.1,6,10.2,-0.3,"common",0.962962962962963
3,7,1,0.3,0,0,5,100,0.22,0,30.5260593005785,9.2,10.1,8,9.59999999999999,-0.899999999999999,"rare",0.910891089108911
7,7,1,0.3,0,0,5,100,0,0,30.5260593005785,12,14.1,12,8.40000000000001,-2.1,"none",0.851063829787234
12,7,1,0.3,0,0,5,100,0,0,30.5260593005785,15.5,19.1,17,6.90000000000001,-3.6,"none",0.81151832460733
15,7,1,0.3,0,0,5,100,0,0,30.5260593005785,17.6,22.1,20,6,-4.5,"none",0.796380090497738
0,12,1,0.3,0,0,5,100,1,0,30.5260593005785,8.6,8.6,5,18,0,"all",1
1,12,1,0.3,0,0,5,100,0.924424841526782,0.299961140312366,30.5260593005785,9.53996891224989,9.54000777193753,6,17.7,-3.88596876348402e-05,"most",0.999995926660799
3,12,1,0.3,0,0,5,100,0.925390539289004,0.899964861907924,30.5260593005785,11.4199718895263,11.4200070276184,8,17.1,-3.51380920786681e-05,"most",0.999996923111169
7,12,1,0.3,0,0,5,100,0.94888879264391,2.09999498249897,30.5260593005785,15.1799959859992,15.1800010035002,12,15.9,-5.01750102976928e-06,"most",0.999999669466357
12,12,1,0.3,0,0,5,100,0.934133625262367,3.59998395781564,30.5260593005785,19.8799871662525,19.8800032084369,17,14.4,-1.6042184359577e-05,"most",0.999999193049207
15,12,1,0.3,0,0,5,100,0.923224214711665,4.49996816312475,30.5260593005785,22.6999745304998,22.7000063673751,20,13.5,-3.1836875255209e-05,"most",0.999998597494876
0,15,1,0.3,0,0,5,100,1,0,30.5260593005785,9.5,9.5,5,22.5,0,"all",1
1,15,1,0.3,0,0,5,100,0.948798068508822,0.299992847019319,30.5260593005785,10.4399942776155,10.4400014305961,6,22.2,-7.15298068243442e-06,"most",0.999999314848688
3,15,1,0.3,0,0,5,100,0.94836127092696,0.899992760272784,30.5260593005785,12.3199942082182,12.3200014479454,8,21.6,-7.23972721416999e-06,"most",0.999999412359873
7,15,1,0.3,0,0,5,100,0.925909891588112,2.09995956952109,30.5260593005785,16.0799676556169,16.0800080860958,12,20.4,-4.04304789078935e-05,"most",0.999997485667999
12,15,1,0.3,0,0,5,100,0.93,3.59997199040242,30.5260593005785,20.7799775923219,20.7800056019195,17,18.9,-2.80095975853101e-05,"most",0.999998652089026
15,15,1,0.3,0,0,5,100,0.943143779886917,4.49999028821584,30.5260593005785,23.5999922305727,23.6000019423568,20,18,-9.71178416975249e-06,"most",0.999999588483755
0,1,0,0.6,0,0,5,100,0.999629952010129,0,30.5260593005785,5.6,5.6,5,3,0,"most",1
1,1,0,0.6,0,0,5,100,0,0,30.5260593005785,6,6.6,6,2.40000000000001,-0.600000000000001,"none",0.909090909090909
3,1,0,0.6,0,0,5,100,0,0,30.5260593005785,6.8,8.6,8,1.2,-1.8,"none",0.790697674418605
7,1,0,0.6,0,0,5,100,0,0,30.5260593005785,8.4,12.6,12,-1.2,-4.2,"none",0.666666666666667
12,1,0,0.6,0,0,5,100,0,0,30.5260593005785,10.4,17.6,17,-4.19999999999999,-7.2,"none",0.590909090909091
15,1,0,0.6,0,0,5,100,0,0,30.5260593005785,11.6,20.6,20,-6,-9,"none",0.563106796116505
0,3,0,0.6,0,0,5,100,1,0,30.5260593005785,6.8,6.8,5,9,0,"all",1
1,3,0,0.6,0,0,5,100,0.273555168728456,0,30.5260593005785,7.2,7.8,6,8.4,-0.6,"rare",0.923076923076923
3,3,0,0.6,0,0,5,100,0,0,30.5260593005785,8,9.8,8,7.2,-1.8,"none",0.816326530612245
7,3,0,0.6,0,0,5,100,0,0,30.5260593005785,9.6,13.8,12,4.8,-4.2,"none",0.695652173913043
12,3,0,0.6,0,0,5,100,0,0,30.5260593005785,11.6,18.8,17,1.80000000000001,-7.2,"none",0.617021276595745
15,3,0,0.6,0,0,5,100,0,0,30.5260593005785,12.8,21.8,20,0,-9,"none",0.587155963302752
0,7,0,0.6,0,0,5,100,1,0,30.5260593005785,9.2,9.2,5,21,0,"all",1
1,7,0,0.6,0,0,5,100,0.419629952010129,0,30.5260593005785,9.6,10.2,6,20.4,-0.6,"common",0.941176470588235
3,7,0,0.6,0,0,5,100,0.22107582689501,0,30.5260593005785,10.4,12.2,8,19.2,-1.8,"rare",0.852459016393443
7,7,0,0.6,0,0,5,100,0,0,30.5260593005785,12,16.2,12,16.8,-4.2,"none",0.740740740740741
12,7,0,0.6,0,0,5,100,0,0,30.5260593005785,14,21.2,17,13.8,-7.2,"none",0.660377358490566
15,7,0,0.6,0,0,5,100,0,0,30.5260593005785,15.2,24.2,20,12,-9,"none",0.628099173553719
0,12,0,0.6,0,0,5,100,1,0,30.5260593005785,12.2,12.2,5,36,0,"all",1
1,12,0,0.6,0,0,5,100,0.492634093722008,0,30.5260593005785,12.6,13.2,6,35.4,-0.600000000000001,"common",0.954545454545454
3,12,0,0.6,0,0,5,100,0.329629952010129,0,30.5260593005785,13.4,15.2,8,34.2,-1.8,"rare",0.881578947368421
7,12,0,0.6,0,0,5,100,0.147324514316654,0,30.5260593005785,15,19.2,12,31.8,-4.2,"rare",0.78125
12,12,0,0.6,0,0,5,100,0,0,30.5260593005785,17,24.2,17,28.8,-7.2,"none",0.702479338842975
15,12,0,0.6,0,0,5,100,0,0,30.5260593005785,18.2,27.2,20,27,-9,"none",0.669117647058823
0,15,0,0.6,0,0,5,100,1,0,30.5260593005785,14,14,5,45,0,"all",1
