"P","L","Ecoef","Lcost","volcost","grpsz","N","expected_vol","Leader_payment","Leader_inv","Leader_return","Follower_return","No_Ldr_Return"
3,1,1,0.1,0.5,5,100,0,0,0,7.4,8,8
7,1,1,0.1,0.5,5,100,0,0,0,11.4,12,12
12,1,1,0.1,0.5,5,100,0,0,0,16.4,17,17
15,1,1,0.1,0.5,5,100,0,0,0,19.4,20,20
0,3,1,0.1,0.5,5,100,0.14578491724357,0,0.697456908208448,6.49237072462534,7.05580186365154,5
1,3,1,0.1,0.5,5,100,0.0626464018561997,0,0.745637811793234,6.89127562358647,8.22307736534356,6
3,3,1,0.1,0.5,5,100,0,0,0,7.4,8,8
7,3,1,0.1,0.5,5,100,0,0,0,11.4,12,12
12,3,1,0.1,0.5,5,100,0,0,0,16.4,17,17
15,3,1,0.1,0.5,5,100,0,0,0,19.4,20,20
0,7,1,0.1,0.5,5,100,0.261363546749875,0,0.62936896195843,8.80558273370901,9.32830836433574,5
1,7,1,0.1,0.5,5,100,0.200412467236824,0,0.634107424050051,9.20464454430031,10.3843015649822,6
3,7,1,0.1,0.5,5,100,0.100825403839304,0,0.66199620535353,10.0479848214141,12.6103471684916,8
7,7,1,0.1,0.5,5,100,0.142912567484076,1.98001010367102,0.297158357204597,12.9840080829368,13.648411628104,12
12,7,1,0.1,0.5,5,100,0.657874043417469,9.28970702020348,0.410067569606611,21.7814277681297,17.7255353881486,17
15,7,1,0.1,0.5,5,100,0.638966857441754,11.4163308137966,0.404306039110823,25.2986163381507,20.2714149787426,20
0,12,1,0.1,0.5,5,100,0.331874061767956,0,0.601477185394137,11.6177262247296,12.1102935599533,5
1,12,1,0.1,0.5,5,100,0.28320437240671,0,0.600332545125802,12.0036579963838,13.1177989028582,6
3,12,1,0.1,0.5,5,100,0.203495933941159,0,0.604359952915415,12.8392395762387,15.1967875173126,8
7,12,1,0.1,0.5,5,100,0.0799679695271439,0,0.640400922038875,14.6020046101944,19.6666660710239,12
12,12,1,0.1,0.5,5,100,0.9139809052058,12.6542232852158,0.493703538113919,26.5233786281726,19.9473594453051,17
15,12,1,0.1,0.5,5,100,0.867764414463689,14.2778659774891,0.474556096744513,29.3986244917578,22.4217435816267,20
0,15,1,0.1,0.5,5,100,0.359711352343533,0,0.592290386325292,13.2843557948794,13.7639529203561,5
1,15,1,0.1,0.5,5,100,0.31530472467362,0,0.590064314934245,13.6609004090794,14.7509723411802,6
3,15,1,0.1,0.5,5,100,0.242773097326899,0,0.590570392589242,14.4868447110709,16.7885657165847,8
7,15,1,0.1,0.5,5,100,0.130054123979627,0,0.606217618885874,16.249740951087,21.0614024028428,12
12,15,1,0.1,0.5,5,100,0.0224713751744414,0,0.704589856843807,18.5137695705314,27.5641896009511,17
15,15,1,0.1,0.5,5,100,0.934181052605423,15.7729292082713,0.497517714616074,32.018343366617,23.8493166603713,20
0,1,0,0.5,0.5,5,100,0,0,0,4,5,5
1,1,0,0.5,0.5,5,100,0,0,0,5,6,6
3,1,0,0.5,0.5,5,100,0,0,0,7,8,8
7,1,0,0.5,0.5,5,100,0,0,0,11,12,12
12,1,0,0.5,0.5,5,100,0,0,0,16,17,17
15,1,0,0.5,0.5,5,100,0,0,0,19,20,20
0,3,0,0.5,0.5,5,100,0.0897603907644222,0,0.760174202311778,6.28052260693533,7.25984453365367,5
1,3,0,0.5,0.5,5,100,0.0265204359669305,0,0.834777216225169,6.66955443245034,8.49879857389572,6
3,3,0,0.5,0.5,5,100,0,0,0,7,8,8
7,3,0,0.5,0.5,5,100,0,0,0,11,12,12
12,3,0,0.5,0.5,5,100,0,0,0,16,17,17
15,3,0,0.5,0.5,5,100,0,0,0,19,20,20
0,7,0,0.5,0.5,5,100,0.210818397352171,0,0.663044195060152,8.64130936542106,9.5831779382102,5
1,7,0,0.5,0.5,5,100,0.157336261070854,0,0.673679005876913,9.04207403526148,10.6756031689214,6
3,7,0,0.5,0.5,5,100,0.0700949661379187,0.00263020677010332,0.718309400730455,9.8727115615678,13.0119774252682,8
7,7,0,0.5,0.5,5,100,0,0,0,11,12,12
12,7,0,0.5,0.5,5,100,0,0,0,16,17,17
15,7,0,0.5,0.5,5,100,0,0,0,19,20,20
0,12,0,0.5,0.5,5,100,0.287869282421838,0,0.624455407433094,11.4934648891971,12.4053186922284,5
1,12,0,0.5,0.5,5,100,0.244514482925024,0,0.626019268890089,11.886211957791,13.4415707395404,6
3,12,0,0.5,0.5,5,100,0.172004680808602,0,0.63558131598716,12.7202318438844,15.5821248032338,8
7,12,0,0.5,0.5,5,100,0.0128302453746833,9.66072549693176,0.870248876799172,13.4190992846095,20.5082222502485,12
12,12,0,0.5,0.5,5,100,0,0,0,16,17,17
15,12,0,0.5,0.5,5,100,0,0,0,19,20,20
0,15,0,0.5,0.5,5,100,0.318457096339074,0,0.612006960479622,13.1801044071943,14.0787128812701,5
1,15,0,0.5,0.5,5,100,0.278827168434793,0,0.611799952020305,13.5651993282843,15.0926257241185,6
3,15,0,0.5,0.5,5,100,0.212507032442097,0,0.616095252616325,14.3931430313959,17.1826916555313,8
7,15,0,0.5,0.5,5,100,0.0941989049021379,2.11131157114255,0.670754337065102,15.9437723822923,21.6172030770461,12
12,15,0,0.5,0.5,5,100,0.0122649867330395,0,0.783902217823064,18.3517066534692,28.756031742735,17
15,15,0,0.5,0.5,5,100,0,0,0,19,20,20
0,1,0.1,0.5,0.5,5,100,0,0,0,4,5,5
1,1,0.1,0.5,0.5,5,100,0,0,0,5,6,6
3,1,0.1,0.5,0.5,5,100,0,0,0,7,8,8
7,1,0.1,0.5,0.5,5,100,0,0,0,11,12,12
12,1,0.1,0.5,0.5,5,100,0,0,0,16,17,17
15,1,0.1,0.5,0.5,5,100,0,0,0,19,20,20
0,3,0.1,0.5,0.5,5,100,0.0897603907644222,0,0.760174202311778,6.28052260693533,7.25984453365367,5
1,3,0.1,0.5,0.5,5,100,0.0265204359669305,0,0.834777216225169,6.66955443245034,8.49879857389572,6
3,3,0.1,0.5,0.5,5,100,0,0,0,7,8,8
7,3,0.1,0.5,0.5,5,100,0,0,0,11,12,12
12,3,0.1,0.5,0.5,5,100,0,0,0,16,17,17
15,3,0.1,0.5,0.5,5,100,0,0,0,19,20,20
0,7,0.1,0.5,0.5,5,100,0.210818397352171,0,0.663044195060152,8.64130936542106,9.5831779382102,5
1,7,0.1,0.5,0.5,5,100,0.157336261070854,0,0.673679005876913,9.04207403526148,10.6756031689214,6
3,7,0.1,0.5,0.5,5,100,0.0701220661583839,0,0.718230850572198,9.87292340228879,13.0119468979933,8
7,7,0.1,0.5,0.5,5,100,0,0,0,11,12,12
12,7,0.1,0.5,0.5,5,100,0,0,0,16,17,17
15,7,0.1,0.5,0.5,5,100,0,0,0,19,20,20
0,12,0.1,0.5,0.5,5,100,0.287869282421838,0,0.624455407433094,11.4934648891971,12.4053186922284,5
1,12,0.1,0.5,0.5,5,100,0.244514482925024,0,0.626019268890089,11.886211957791,13.4415707395404,6
3,12,0.1,0.5,0.5,5,100,0.172004680808602,0,0.63558131598716,12.7202318438844,15.5821248032338,8
7,12,0.1,0.5,0.5,5,100,0.0595199080989979,0,0.691134597479433,14.4556729873972,20.2805338116529,12
12,12,0.1,0.5,0.5,5,100,0,0,0,16,17,17
15,12,0.1,0.5,0.5,5,100,0,0,0,19,20,20
0,15,0.1,0.5,0.5,5,100,0.318457096339074,0,0.612006960479622,13.1801044071943,14.0787128812701,5
1,15,0.1,0.5,0.5,5,100,0.278827168434793,0,0.611799952020305,13.5651993282843,15.0926257241185,6
3,15,0.1,0.5,0.5,5,100,0.212507032442097,0,0.616095252616325,14.3931430313959,17.1826916555313,8
7,15,0.1,0.5,0.5,5,100,0.107995790657779,0,0.642147096130481,16.1371767690438,21.6066203942305,12
12,15,0.1,0.5,0.5,5,100,0.000406043407484715,12.4965623591672,0.968430875687404,17.6556363911455,29.0270694020231,17
15,15,0.1,0.5,0.5,5,100,0,0,0,19,20,20
0,1,0.4,0.5,0.5,5,100,0,0,0,4,5,5
1,1,0.4,0.5,0.5,5,100,0,0,0,5,6,6
3,1,0.4,0.5,0.5,5,100,0,0,0,7,8,8
7,1,0.4,0.5,0.5,5,100,0,0,0,11,12,12
12,1,0.4,0.5,0.5,5,100,0,0,0,16,17,17
15,1,0.4,0.5,0.5,5,100,0,0,0,19,20,20
0,3,0.4,0.5,0.5,5,100,0.0897603907644222,0,0.760174202311778,6.28052260693533,7.25984453365367,5
1,3,0.4,0.5,0.5,5,100,0.0265204359669305,0,0.834777216225169,6.66955443245034,8.49879857389572,6
3,3,0.4,0.5,0.5,5,100,0.0314350931015506,5.79472948920836,0.555902888969883,8.15894589784167,8.50215301969851,8
7,3,0.4,0.5,0.5,5,100,0,0,0,11,12,12
12,3,0.4,0.5,0.5,5,100,0,0,0,16,17,17
15,3,0.4,0.5,0.5,5,100,0,0,0,19,20,20
0,7,0.4,0.5,0.5,5,100,0.210818397352171,0,0.663044195060152,8.64130936542106,9.5831779382102,5
1,7,0.4,0.5,0.5,5,100,0.157336261070854,0,0.673679005876913,9.04207403526148,10.6756031689214,6
3,7,0.4,0.5,0.5,5,100,0.0701220661583839,0,0.718230850572198,9.87292340228879,13.0119468979933,8
7,7,0.4,0.5,0.5,5,100,0.0634538991145723,7.23541545856249,0.371202851251008,12.4470830917125,13.1373047382319,12
12,7,0.4,0.5,0.5,5,100,0,0,0,16,17,17
15,7,0.4,0.5,0.5,5,100,0,0,0,19,20,20
0,12,0.4,0.5,0.5,5,100,0.287869282421838,0,0.624455407433094,11.4934648891971,12.4053186922284,5
1,12,0.4,0.5,0.5,5,100,0.244514482925024,0,0.626019268890089,11.886211957791,13.4415707395404,6
3,12,0.4,0.5,0.5,5,100,0.172004680808602,0,0.63558131598716,12.7202318438844,15.5821248032338,8
7,12,0.4,0.5,0.5,5,100,0.0595199080989979,0,0.691134597479433,14.4556729873972,20.2805338116529,12
12,12,0.4,0.5,0.5,5,100,0.0815592745315213,8.85293076843987,0.2938980227212,17.770586153688,18.7376383071115,17
15,12,0.4,0.5,0.5,5,100,0.0825340944951895,13.4369216338223,0.240219108962296,20.9667269998776,20.1764430352933,20
0,15,0.4,0.5,0.5,5,100,0.318457096339074,0,0.612006960479622,13.1801044071943,14.0787128812701,5
1,15,0.4,0.5,0.5,5,100,0.278827168434793,0,0.611799952020305,13.5651993282843,15.0926257241185,6
3,15,0.4,0.5,0.5,5,100,0.212507032442097,0,0.616095252616325,14.3931430313959,17.1826916555313,8
7,15,0.4,0.5,0.5,5,100,0.107995790657779,0,0.642147096130481,16.1371767690438,21.6066203942305,12
12,15,0.4,0.5,0.5,5,100,0.0122649867330395,0,0.783902217823064,18.3517066534692,28.756031742735,17
15,15,0.4,0.5,0.5,5,100,0.0950708861699944,10.031339883648,0.271606235955691,21.0062679767296,22.0457439988525,20
0,1,0.9,0.5,0.5,5,100,0,0,0,4,5,5
1,1,0.9,0.5,0.5,5,100,0,0,0,5,6,6
3,1,0.9,0.5,0.5,5,100,0,0,0,7,8,8
7,1,0.9,0.5,0.5,5,100,0,0,0,11,12,12
12,1,0.9,0.5,0.5,5,100,0,0,0,16,17,17
15,1,0.9,0.5,0.5,5,100,0,0,0,19,20,20
0,3,0.9,0.5,0.5,5,100,0.0897603907644222,0,0.760174202311778,6.28052260693533,7.25984453365367,5
1,3,0.9,0.5,0.5,5,100,0.0265204359669305,0,0.834777216225169,6.66955443245034,8.49879857389572,6
3,3,0.9,0.5,0.5,5,100,0,0,0,7,8,8
7,3,0.9,0.5,0.5,5,100,0,0,0,11,12,12
12,3,0.9,0.5,0.5,5,100,0,0,0,16,17,17
15,3,0.9,0.5,0.5,5,100,0,0,0,19,20,20
0,7,0.9,0.5,0.5,5,100,0.210818397352171,0,0.663044195060152,8.64130936542106,9.5831779382102,5
1,7,0.9,0.5,0.5,5,100,0.157336261070854,0,0.673679005876913,9.04207403526148,10.6756031689214,6
3,7,0.9,0.5,0.5,5,100,0.0701220661583839,0,0.718230850572198,9.87292340228879,13.0119468979933,8
7,7,0.9,0.5,0.5,5,100,0.127557731415678,2.69638503301608,0.309485349889353,12.8874695231113,13.5959877044632,12
12,7,0.9,0.5,0.5,5,100,0.582574152864671,10.2375731581885,0.405699352936072,21.1378044460516,17.5508558886931,17
15,7,0.9,0.5,0.5,5,100,0.215953613197235,7.21797962964303,0.228561315283634,22.2240952184811,20.096352617508,20
0,12,0.9,0.5,0.5,5,100,0.287869282421838,0,0.624455407433094,11.4934648891971,12.4053186922284,5
1,12,0.9,0.5,0.5,5,100,0.244514482925024,0,0.626019268890089,11.886211957791,13.4415707395404,6
3,12,0.9,0.5,0.5,5,100,0.172004680808602,0,0.63558131598716,12.7202318438844,15.5821248032338,8
7,12,0.9,0.5,0.5,5,100,0.0595199080989979,0,0.691134597479433,14.4556729873972,20.2805338116529,12
12,12,0.9,0.5,0.5,5,100,0.872977036287696,13.8369829432257,0.48833400055911,25.685888060258,19.6719979056458,17
15,12,0.9,0.5,0.5,5,100,0.798349456741187,15.0361327667841,0.458578408495659,28.1495577112619,22.1217040028291,20
0,15,0.9,0.5,0.5,5,100,0.318457096339074,0,0.612006960479622,13.1801044071943,14.0787128812701,5
1,15,0.9,0.5,0.5,5,100,0.278827168434793,0,0.611799952020305,13.5651993282843,15.0926257241185,6
3,15,0.9,0.5,0.5,5,100,0.212507032442097,0,0.616095252616325,14.3931430313959,17.1826916555313,8
7,15,0.9,0.5,0.5,5,100,0.107995790657779,0,0.642147096130481,16.1371767690438,21.6066203942305,12
12,15,0.9,0.5,0.5,5,100,0.0122649867330395,0,0.783902217823064,18.3517066534692,28.756031742735,17
15,15,0.9,0.5,0.5,5,100,0.891947998318852,16.9712956415112,0.488639782407748,30.8799069490579,23.5028689998795,20
0,1,1,0.5,0.5,5,100,0,0,0,4,5,5
1,1,1,0.5,0.5,5,100,0,0,0,5,6,6
3,1,1,0.5,0.5,5,100,0,0,0,7,8,8
7,1,1,0.5,0.5,5,100,0,0,0,11,12,12
12,1,1,0.5,0.5,5,100,0,0,0,16,17,17
15,1,1,0.5,0.5,5,100,0,0,0,19,20,20
0,3,1,0.5,0.5,5,100,0.0897603907644222,0,0.760174202311778,6.28052260693533,7.25984453365367,5
1,3,1,0.5,0.5,5,100,0.0265204359669305,0,0.834777216225169,6.66955443245034,8.49879857389572,6
3,3,1,0.5,0.5,5,100,0,0,0,7,8,8
7,3,1,0.5,0.5,5,100,0,0,0,11,12,12
12,3,1,0.5,0.5,5,100,0,0,0,16,17,17
15,3,1,0.5,0.5,5,100,0,0,0,19,20,20
0,7,1,0.5,0.5,5,100,0.210818397352171,0,0.663044195060152,8.64130936542106,9.5831779382102,5
1,7,1,0.5,0.5,5,100,0.157336261070854,0,0.673679005876913,9.04207403526148,10.6756031689214,6
3,7,1,0.5,0.5,5,100,0.0701220661583839,0,0.718230850572198,9.87292340228879,13.0119468979933,8
7,7,1,0.5,0.5,5,100,0.148318177592241,2.52296790319141,0.30990090634664,13.0183743225531,13.6273676515972,12
12,7,1,0.5,0.5,5,100,0.639127759224039,9.68505277405382,0.418214928375803,21.656967577364,17.7149349307916,17
15,7,1,0.5,0.5,5,100,0.618419502865407,11.826356807824,0.413905454935689,25.1498418067737,20.2690605036769,20
0,12,1,0.5,0.5,5,100,0.287869282421838,0,0.624455407433094,11.4934648891971,12.4053186922284,5
1,12,1,0.5,0.5,5,100,0.244514482925024,0,0.626019268890089,11.886211957791,13.4415707395404,6
3,12,1,0.5,0.5,5,100,0.172004680808602,0,0.63558131598716,12.7202318438844,15.5821248032338,8
7,12,1,0.5,0.5,5,100,0.0595199080989979,0,0.691134597479433,14.4556729873972,20.2805338116529,12
12,12,1,0.5,0.5,5,100,0.905534191462809,13.0549952304164,0.497969091092984,26.4439961843331,19.9236706746296,17
15,12,1,0.5,0.5,5,100,0.864897177676208,14.8227104919413,0.481780642841103,29.4128264650297,22.401260770626,20
0,15,1,0.5,0.5,5,100,0.318457096339074,0,0.612006960479622,13.1801044071943,14.0787128812701,5
1,15,1,0.5,0.5,5,100,0.278827168434793,0,0.611799952020305,13.5651993282843,15.0926257241185,6
3,15,1,0.5,0.5,5,100,0.212507032442097,0,0.616095252616325,14.3931430313959,17.1826916555313,8
7,15,1,0.5,0.5,5,100,0.107995790657779,0,0.642147096130481,16.1371767690438,21.6066203942305,12
12,15,1,0.5,0.5,5,100,0.0122649867330395,0,0.783902217823064,18.3517066534692,28.756031742735,17
15,15,1,0.5,0.5,5,100,0.928422074758598,16.172895391066,0.500394785006492,31.9383163128528,23.8160788026139,20
0,1,0,1,0.5,5,100,0,0,0,3.5,5,5
1,1,0,1,0.5,5,100,0,0,0,4.5,6,6
3,1,0,1,0.5,5,100,0,0,0,6.5,8,8
7,1,0,1,0.5,5,100,0,0,0,10.5,12,12
12,1,0,1,0.5,5,100,0,0,0,15.5,17,17
15,1,0,1,0.5,5,100,0,0,0,18.5,20,20
0,3,0,1,0.5,5,100,0.0437560368010441,0,0.831289926830824,5.99386978049247,7.48448840923539,5
1,3,0,1,0.5,5,100,0.00451757872211694,0,0.933912264321408,6.36782452864282,8.80082672697422,6
3,3,0,1,0.5,5,100,0,0,0,6.5,8,8
7,3,0,1,0.5,5,100,0,0,0,10.5,12,12
12,3,0,1,0.5,5,100,0,0,0,15.5,17,17
15,3,0,1,0.5,5,100,0,0,0,18.5,20,20
0,7,0,1,0.5,5,100,0.161457884235031,0,0.701154038905387,8.40807827233771,9.86662489910552,5
1,7,0,1,0.5,5,100,0.115788132528002,0,0.717887265662005,8.80732359397203,10.9974506287725,6
3,7,0,1,0.5,5,100,0.0427479990950852,0,0.780049880456338,9.62019952182535,13.4511984781248,8
7,7,0,1,0.5,5,100,0,0,0,10.5,12,12
12,7,0,1,0.5,5,100,0,0,0,15.5,17,17
15,7,0,1,0.5,5,100,0,0,0,18.5,20,20
0,12,0,1,0.5,5,100,0.243000504754915,0,0.650501712028151,11.3060205443378,12.7359429767709,5
1,12,0,1,0.5,5,100,0.204886806374121,5.920105918985e-05,0.654774235719875,11.7025047527068,13.8012566819371,6
3,12,0,1,0.5,5,100,0.140035684046142,0,0.670143969616731,12.5312957265506,16.0069016404437,8
7,12,0,1,0.5,5,100,0.0136591851537131,6.51799534130042,0.862035917586347,13.5065805196717,21.0380398642476,12
12,12,0,1,0.5,5,100,0,0,0,15.5,17,17
15,12,0,1,0.5,5,100,0,0,0,18.5,20,20
0,15,0,1,0.5,5,100,0.275970336715366,0,0.634210731223363,13.0131609683504,14.4299656641516,5
1,15,0,1,0.5,5,100,0.240913337384776,0,0.636131082675705,13.4058351574599,15.4726892044564,6
3,15,0,1,0.5,5,100,0.181053269879054,0,0.644368810100108,14.2324257212013,17.61769466207,8
7,15,0,1,0.5,5,100,0.0858318980135082,0,0.681467554818301,15.9517404385464,22.20235998085,12
12,15,0,1,0.5,5,100,0.00461127073239852,0,0.869449223971542,18.1083476719146,30.0408092802457,17
15,15,0,1,0.5,5,100,0,0,0,18.5,20,20
0,1,0.1,1,0.5,5,100,0,0,0,3.5,5,5
1,1,0.1,1,0.5,5,100,0,0,0,4.5,6,6
3,1,0.1,1,0.5,5,100,0,0,0,6.5,8,8
7,1,0.1,1,0.5,5,100,0,0,0,10.5,12,12
12,1,0.1,1,0.5,5,100,0,0,0,15.5,17,17
15,1,0.1,1,0.5,5,100,0,0,0,18.5,20,20
0,3,0.1,1,0.5,5,100,0.0437560368010441,0,0.831289926830824,5.99386978049247,7.48448840923539,5
1,3,0.1,1,0.5,5,100,0.00451757872211694,0,0.933912264321408,6.36782452864282,8.80082672697422,6
3,3,0.1,1,0.5,5,100,0,0,0,6.5,8,8
7,3,0.1,1,0.5,5,100,0,0,0,10.5,12,12
12,3,0.1,1,0.5,5,100,0,0,0,15.5,17,17
15,3,0.1,1,0.5,5,100,0,0,0,18.5,20,20
0,7,0.1,1,0.5,5,100,0.161457884235031,0,0.701154038905387,8.40807827233771,9.86662489910552,5
1,7,0.1,1,0.5,5,100,0.115788132528002,0,0.717887265662005,8.80732359397203,10.9974506287725,6
3,7,0.1,1,0.5,5,100,0.0427479990950852,0,0.780049880456338,9.62019952182535,13.4511984781248,8
7,7,0.1,1,0.5,5,100,0,0,0,10.5,12,12
12,7,0.1,1,0.5,5,100,0,0,0,15.5,17,17
15,7,0.1,1,0.5,5,100,0,0,0,18.5,20,20
0,12,0.1,1,0.5,5,100,0.243000504754915,0,0.650501712028151,11.3060205443378,12.7359429767709,5
1,12,0.1,1,0.5,5,100,0.204890824149679,0,0.65477015961645,11.7024717557809,13.8012181900416,6
3,12,0.1,1,0.5,5,100,0.140035684046142,0,0.670143969616731,12.5312957265506,16.0069016404437,8
7,12,0.1,1,0.5,5,100,0.0404369190295159,0,0.746266353401277,14.2313317670064,20.9465717844918,12
12,12,0.1,1,0.5,5,100,0,0,0,15.5,17,17
15,12,0.1,1,0.5,5,100,0,0,0,18.5,20,20
0,15,0.1,1,0.5,5,100,0.275970336715366,0,0.634210731223363,13.0131609683504,14.4299656641516,5
1,15,0.1,1,0.5,5,100,0.240913337384776,0,0.636131082675705,13.4058351574599,15.4726892044564,6
3,15,0.1,1,0.5,5,100,0.181053269879054,0,0.644368810100108,14.2324257212013,17.61769466207,8
7,15,0.1,1,0.5,5,100,0.0858318980135082,0,0.681467554818301,15.9517404385464,22.20235998085,12
12,15,0.1,1,0.5,5,100,0.00461127073239852,0,0.869449223971542,18.1083476719146,30.0408092802457,17
15,15,0.1,1,0.5,5,100,0,0,0,18.5,20,20
0,1,0.4,1,0.5,5,100,0,0,0,3.5,5,5
1,1,0.4,1,0.5,5,100,0,0,0,4.5,6,6
3,1,0.4,1,0.5,5,100,0,0,0,6.5,8,8
7,1,0.4,1,0.5,5,100,0,0,0,10.5,12,12
12,1,0.4,1,0.5,5,100,0,0,0,15.5,17,17
15,1,0.4,1,0.5,5,100,0,0,0,18.5,20,20
0,3,0.4,1,0.5,5,100,0.0437560368010441,0,0.831289926830824,5.99386978049247,7.48448840923539,5
1,3,0.4,1,0.5,5,100,0.00451757872211694,0,0.933912264321408,6.36782452864282,8.80082672697422,6
3,3,0.4,1,0.5,5,100,0.021713459580988,8.13355706430677,0.678147250710912,8.12671141286135,8.4032346200311,8
7,3,0.4,1,0.5,5,100,0,0,0,10.5,12,12
12,3,0.4,1,0.5,5,100,0,0,0,15.5,17,17
15,3,0.4,1,0.5,5,100,0,0,0,18.5,20,20
0,7,0.4,1,0.5,5,100,0.161457884235031,0,0.701154038905387,8.40807827233771,9.86662489910552,5
1,7,0.4,1,0.5,5,100,0.115788132528002,0,0.717887265662005,8.80732359397203,10.9974506287725,6
3,7,0.4,1,0.5,5,100,0.0427479990950852,0,0.780049880456338,9.62019952182535,13.4511984781248,8
7,7,0.4,1,0.5,5,100,0.0580118956266838,9.60872868214166,0.429128670617256,12.4217457364283,13.0694351325273,12
12,7,0.4,1,0.5,5,100,0,0,0,15.5,17,17
15,7,0.4,1,0.5,5,100,0,0,0,18.5,20,20
0,12,0.4,1,0.5,5,100,0.243000504754915,0,0.650501712028151,11.3060205443378,12.7359429767709,5
1,12,0.4,1,0.5,5,100,0.204890824149679,0,0.65477015961645,11.7024717557809,13.8012181900416,6
3,12,0.4,1,0.5,5,100,0.140035684046142,0,0.670143969616731,12.5312957265506,16.0069016404437,8
7,12,0.4,1,0.5,5,100,0.0404369190295159,0,0.746266353401277,14.2313317670064,20.9465717844918,12
12,12,0.4,1,0.5,5,100,0.0837178043435808,11.4490599304685,0.332577112481652,17.7898119860937,18.6820067430435,17
15,12,0.4,1,0.5,5,100,0.080009513309391,16.6371118515941,0.293407580882008,20.9471996276728,20.1753130097747,20
0,15,0.4,1,0.5,5,100,0.275970336715366,0,0.634210731223363,13.0131609683504,14.4299656641516,5
1,15,0.4,1,0.5,5,100,0.240913337384776,0,0.636131082675705,13.4058351574599,15.4726892044564,6
3,15,0.4,1,0.5,5,100,0.181053269879054,0,0.644368810100108,14.2324257212013,17.61769466207,8
7,15,0.4,1,0.5,5,100,0.0858318980135082,0,0.681467554818301,15.9517404385464,22.20235998085,12
12,15,0.4,1,0.5,5,100,0.00461127073239852,0,0.869449223971542,18.1083476719146,30.0408092802457,17
15,15,0.4,1,0.5,5,100,0.0887076753977099,12.2944652429302,0.298838523246281,20.958893048586,22.0032824474992,20
0,1,0.9,1,0.5,5,100,0,0,0,3.5,5,5
1,1,0.9,1,0.5,5,100,0,0,0,4.5,6,6
3,1,0.9,1,0.5,5,100,0,0,0,6.5,8,8
7,1,0.9,1,0.5,5,100,0,0,0,10.5,12,12
12,1,0.9,1,0.5,5,100,0,0,0,15.5,17,17
15,1,0.9,1,0.5,5,100,0,0,0,18.5,20,20
0,3,0.9,1,0.5,5,100,0.0437560368010441,0,0.831289926830824,5.99386978049247,7.48448840923539,5
1,3,0.9,1,0.5,5,100,0.00451757872211694,0,0.933912264321408,6.36782452864282,8.80082672697422,6
3,3,0.9,1,0.5,5,100,0,0,0,6.5,8,8
7,3,0.9,1,0.5,5,100,0.0501849629906634,4.8877496069367,0.337229813868992,12.5725054693797,12.0232702731465,12
12,3,0.9,1,0.5,5,100,0,0,0,15.5,17,17
15,3,0.9,1,0.5,5,100,0,0,0,18.5,20,20
0,7,0.9,1,0.5,5,100,0.161457884235031,0,0.701154038905387,8.40807827233771,9.86662489910552,5
1,7,0.9,1,0.5,5,100,0.115788132528002,0,0.717887265662005,8.80732359397203,10.9974506287725,6
3,7,0.9,1,0.5,5,100,0.0427479990950852,0,0.780049880456338,9.62019952182535,13.4511984781248,8
7,7,0.9,1,0.5,5,100,0.126192507670259,3.40432813375166,0.325929147891425,12.8830296936262,13.5699023699971,12
12,7,0.9,1,0.5,5,100,0.565269137227018,10.9261822258521,0.422291961383941,21.0368677511767,17.5395193876649,17
15,7,0.9,1,0.5,5,100,0.200640447962309,8.03760086623307,0.251173423340647,22.116933219638,20.096163689571,20
0,12,0.9,1,0.5,5,100,0.243000504754915,0,0.650501712028151,11.3060205443378,12.7359429767709,5
1,12,0.9,1,0.5,5,100,0.204890824149679,0,0.65477015961645,11.7024717557809,13.8012181900416,6
3,12,0.9,1,0.5,5,100,0.140035684046142,0,0.670143969616731,12.5312957265506,16.0069016404437,8
7,12,0.9,1,0.5,5,100,0.0404369190295159,0,0.746266353401277,14.2313317670064,20.9465717844918,12
12,12,0.9,1,0.5,5,100,0.860940211206641,14.3916109883484,0.494268143554311,25.5741276918439,19.639803029234,17
15,12,0.9,1,0.5,5,100,0.789652816251105,15.6910818457012,0.466851949406633,28.083201443771,22.0954205757612,20
0,15,0.9,1,0.5,5,100,0.275970336715366,0,0.634210731223363,13.0131609683504,14.4299656641516,5
1,15,0.9,1,0.5,5,100,0.240913337384776,0,0.636131082675705,13.4058351574599,15.4726892044564,6
3,15,0.9,1,0.5,5,100,0.181053269879054,0,0.644368810100108,14.2324257212013,17.61769466207,8
7,15,0.9,1,0.5,5,100,0.0858318980135082,0,0.681467554818301,15.9517404385464,22.20235998085,12
12,15,0.9,1,0.5,5,100,0.00461127073239852,0,0.869449223971542,18.1083476719146,30.0408092802457,17
15,15,0.9,1,0.5,5,100,0.888060408758316,17.6920734652348,0.495799164155397,30.8844514256644,23.4685336488058,20
0,1,1,1,0.5,5,100,0,0,0,3.5,5,5
1,1,1,1,0.5,5,100,0,0,0,4.5,6,6
3,1,1,1,0.5,5,100,0,0,0,6.5,8,8
7,1,1,1,0.5,5,100,0,0,0,10.5,12,12
12,1,1,1,0.5,5,100,0,0,0,15.5,17,17
15,1,1,1,0.5,5,100,0,0,0,18.5,20,20
0,3,1,1,0.5,5,100,0.0437560368010441,0,0.831289926830824,5.99386978049247,7.48448840923539,5
