"P","L","Ecoef","Lcost","volcost","grpsz","N","expected_vol","Leader_payment","Leader_inv","Leader_return","Follower_return","No_Ldr_Return"
0,3,0.4,0.1,0,10,100,0.282526880741879,0,0.585204003052254,6.65561200915676,6.75561200915676,5
1,3,0.4,0.1,0,10,100,0.111559383588869,0,0.582536295607057,7.06507259121411,7.74760888682117,6
3,3,0.4,0.1,0,10,100,0.968522689105739,7.60005473850186,0.504151070398692,10.1800164215506,8.75244773734589,8
7,3,0.4,0.1,0,10,100,0.641834421345539,11.6425153398219,0.34802226471067,13.6401113235533,12,12
12,3,0.4,0.1,0,10,100,0,0,0,16.9,17,17
15,3,0.4,0.1,0,10,100,0,0,0,19.9,20,20
0,7,0.4,0.1,0,10,100,0.352873262849251,0,0.562034965289326,8.83424475702528,8.93424475702528,5
1,7,0.4,0.1,0,10,100,0.211129435755242,0,0.545571559007311,9.17342935404387,9.81900091305118,6
3,7,0.4,0.1,0,10,100,0.101163097550263,0,0.553462832632516,10.1138513305301,11.8742398284276,8
7,7,0.4,0.1,0,10,100,0.984505499353336,17.5750315939279,0.502187636104717,17.1725094781784,13.7578102933402,12
12,7,0.4,0.1,0,10,100,0.863414273836916,25.4500320968595,0.442812567521475,22.3209467914505,17.5546847629644,17
15,7,0.4,0.1,0,10,100,0.297442740922734,11.3435020135362,0.155933587989332,21.9271366438613,20,20
0,12,0.4,0.1,0,10,100,0.393068186617496,0,0.552086408197145,11.5250368983657,11.6250368983657,5
1,12,0.4,0.1,0,10,100,0.265359328073446,0,0.534849627026178,11.783345897288,12.4181955243141,6
3,12,0.4,0.1,0,10,100,0.170336797267446,0,0.533407057065058,12.7006635135855,14.4008846847807,8
7,12,0.4,0.1,0,10,100,0.0659042912195231,0,0.547924863682182,14.6396243184109,18.5750983641862,12
12,12,0.4,0.1,0,10,100,0.716913910748214,20.0170694876685,0.377440928141425,22.9051208463005,19.5275841889303,17
15,12,0.4,0.1,0,10,100,0.634177815849777,22.1274255351263,0.336506871904268,25.5287070448251,21.8253399093386,20
0,15,0.4,0.1,0,10,100,0.408945054429494,0,0.548479406565983,13.1271910984897,13.2271910984897,5
1,15,0.4,0.1,0,10,100,0.286290160273971,0,0.531284490629926,13.337982868819,13.9692673594489,6
3,15,0.4,0.1,0,10,100,0.196033354003516,0,0.528964128302782,14.2475695396334,15.9344619245417,8
7,15,0.4,0.1,0,10,100,0.0989011837200218,0,0.53528652316735,16.1822921853388,20.0292978475103,12
12,15,0.4,0.1,0,10,100,0.0182230641536352,0,0.583015210875105,18.6490456326253,25.7452281631266,17
15,15,0.4,0.1,0,10,100,0.680130661208922,23.4559292850982,0.361170738088732,26.9367787855295,23.0719681428212,20
0,1,0.9,0.1,0,10,100,0.178569723249786,0,0.639460640829704,5.5394606408297,5.6394606408297,5
1,1,0.9,0.1,0,10,100,0,0,0,5.9,6,6
3,1,0.9,0.1,0,10,100,0,0,0,7.9,8,8
7,1,0.9,0.1,0,10,100,0,0,0,11.9,12,12
12,1,0.9,0.1,0,10,100,0,0,0,16.9,17,17
15,1,0.9,0.1,0,10,100,0,0,0,19.9,20,20
0,3,0.9,0.1,0,10,100,0.282526880741879,0,0.585204003052254,6.65561200915676,6.75561200915676,5
1,3,0.9,0.1,0,10,100,0.111559383588869,0,0.582536295607057,7.06507259121411,7.74760888682117,6
3,3,0.9,0.1,0,10,100,0.99009900990099,3.44445283341346,0.505,10.6555622667308,9.17055471665865,8
7,3,0.9,0.1,0,10,100,0.983906802383573,7.81114295607183,0.501884722502481,16.1413754748475,12.7245398719003,12
12,3,0.9,0.1,0,10,100,0.855843011620423,11.44447090594,0.437708936265379,22.1161962983636,17.1686797182021,17
15,3,0.9,0.1,0,10,100,0,0,0,19.9,20,20
0,7,0.9,0.1,0,10,100,0.352873262849251,0,0.562034965289326,8.83424475702528,8.93424475702528,5
1,7,0.9,0.1,0,10,100,0.211129435755242,0,0.545571559007311,9.17342935404387,9.81900091305118,6
3,7,0.9,0.1,0,10,100,0.101163097550263,0,0.553462832632516,10.1138513305301,11.8742398284276,8
7,7,0.9,0.1,0,10,100,0.99009900990099,7.88891112235239,0.505,18.2111288978819,14.7461088877648,12
12,7,0.9,0.1,0,10,100,0.99009900990099,13.4444562932988,0.505,25.1305650346391,19.1905543706701,17
15,7,0.9,0.1,0,10,100,0.983994427236401,16.6111332485672,0.50192907974341,29.1734739609064,21.8523902333472,20
0,12,0.9,0.1,0,10,100,0.393068186617496,0,0.552086408197145,11.5250368983657,11.6250368983657,5
1,12,0.9,0.1,0,10,100,0.265359328073446,0,0.534849627026178,11.783345897288,12.4181955243141,6
3,12,0.9,0.1,0,10,100,0.170336797267446,0,0.533407057065058,12.7006635135855,14.4008846847807,8
7,12,0.9,0.1,0,10,100,0.0659042912195231,0,0.547924863682182,14.6396243184109,18.5750983641862,12
12,12,0.9,0.1,0,10,100,0.99009900990099,13.4444854169064,0.505,27.6555883335251,21.7155514583094,17
15,12,0.9,0.1,0,10,100,0.99009900990099,16.777818149168,0.505,31.8072545193344,24.3822181850832,20
0,15,0.9,0.1,0,10,100,0.408945054429494,0,0.548479406565983,13.1271910984897,13.2271910984897,5
1,15,0.9,0.1,0,10,100,0.286290160273971,0,0.531284490629926,13.337982868819,13.9692673594489,6
3,15,0.9,0.1,0,10,100,0.196033354003516,0,0.528964128302782,14.2475695396334,15.9344619245417,8
7,15,0.9,0.1,0,10,100,0.0989011837200218,0,0.53528652316735,16.1822921853388,20.0292978475103,12
12,15,0.9,0.1,0,10,100,0.0182230641536352,0,0.583015210875105,18.6490456326253,25.7452281631266,17
15,15,0.9,0.1,0,10,100,0.99009900990099,16.7777857885131,0.505,33.3222286308105,25.8972214211487,20
0,1,1,0.1,0,10,100,0.178569723249786,0,0.639460640829704,5.5394606408297,5.6394606408297,5
1,1,1,0.1,0,10,100,0,0,0,5.9,6,6
3,1,1,0.1,0,10,100,0,0,0,7.9,8,8
7,1,1,0.1,0,10,100,0,0,0,11.9,12,12
12,1,1,0.1,0,10,100,0,0,0,16.9,17,17
15,1,1,0.1,0,10,100,0,0,0,19.9,20,20
0,3,1,0.1,0,10,100,0.282526880741879,0,0.585204003052254,6.65561200915676,6.75561200915676,5
1,3,1,0.1,0,10,100,0.111559383588869,0,0.582536295607057,7.06507259121411,7.74760888682117,6
3,3,1,0.1,0,10,100,0.99009900990099,3.10005924465957,0.505,10.6900533201936,9.20499407553404,8
7,3,1,0.1,0,10,100,0.983935491482857,7.03001203125362,0.501899246298781,16.2194138429331,12.802696535771,12
12,3,1,0.1,0,10,100,0.951517045759666,11.5000316259696,0.485699626440326,22.8787318254097,17.307095716724,17
15,3,1,0.1,0,10,100,0.71053841419178,10.75002149564,0.364009701927328,25.206902922948,20.017026956218,20
0,7,1,0.1,0,10,100,0.352873262849251,0,0.562034965289326,8.83424475702528,8.93424475702528,5
1,7,1,0.1,0,10,100,0.211129435755242,0,0.545571559007311,9.17342935404387,9.81900091305118,6
3,7,1,0.1,0,10,100,0.101163097550263,0,0.553462832632516,10.1138513305301,11.8742398284276,8
7,7,1,0.1,0,10,100,0.99009900990099,7.100026682772,0.505,18.2900240144948,14.8249973317228,12
12,7,1,0.1,0,10,100,0.99009900990099,12.1000039174939,0.505,25.2650035257445,19.3249996082506,17
15,7,1,0.1,0,10,100,0.984016987400312,14.9500505914234,0.501940498816195,29.3395215417515,22.018578432571,20
0,12,1,0.1,0,10,100,0.393068186617496,0,0.552086408197145,11.5250368983657,11.6250368983657,5
1,12,1,0.1,0,10,100,0.265359328073446,0,0.534849627026178,11.783345897288,12.4181955243141,6
3,12,1,0.1,0,10,100,0.170336797267446,0,0.533407057065058,12.7006635135855,14.4008846847807,8
7,12,1,0.1,0,10,100,0.0659042912195231,0,0.547924863682182,14.6396243184109,18.5750983641862,12
12,12,1,0.1,0,10,100,0.99009900990099,12.1000280847143,0.505,27.7900252762429,21.8499971915286,17
15,12,1,0.1,0,10,100,0.99009900990099,15.1000132505544,0.505,31.975011925499,24.5499986749446,20
0,15,1,0.1,0,10,100,0.408945054429494,0,0.548479406565983,13.1271910984897,13.2271910984897,5
1,15,1,0.1,0,10,100,0.286290160273971,0,0.531284490629926,13.337982868819,13.9692673594489,6
3,15,1,0.1,0,10,100,0.196033354003516,0,0.528964128302782,14.2475695396334,15.9344619245417,8
7,15,1,0.1,0,10,100,0.0989011837200218,0,0.53528652316735,16.1822921853388,20.0292978475103,12
12,15,1,0.1,0,10,100,0.0182230641536352,0,0.583015210875105,18.6490456326253,25.7452281631266,17
15,15,1,0.1,0,10,100,0.99009900990099,15.1000244753578,0.505,33.4900220278221,26.0649975524642,20
0,1,0,0.5,0,10,100,0.0251110621090142,0,0.842549260668037,5.34254926066804,5.84254926066804,5
1,1,0,0.5,0,10,100,0,0,0,5.5,6,6
3,1,0,0.5,0,10,100,0,0,0,7.5,8,8
7,1,0,0.5,0,10,100,0,0,0,11.5,12,12
12,1,0,0.5,0,10,100,0,0,0,16.5,17,17
15,1,0,0.5,0,10,100,0,0,0,19.5,20,20
0,3,0,0.5,0,10,100,0.128143598516767,0,0.68118452452891,6.54355357358673,7.04355357358673,5
1,3,0,0.5,0,10,100,0.0468466032194184,0.00129399585909288,0.726967696816834,6.95380599404776,8.18077369086459,6
3,3,0,0.5,0,10,100,0,0,0,7.5,8,8
7,3,0,0.5,0,10,100,0,0,0,11.5,12,12
12,3,0,0.5,0,10,100,0,0,0,16.5,17,17
15,3,0,0.5,0,10,100,0,0,0,19.5,20,20
0,7,0,0.5,0,10,100,0.213988432402862,0,0.618532163885473,8.82972514719831,9.32972514719831,5
1,7,0,0.5,0,10,100,0.145167994095024,0,0.617870552277005,9.20722331366203,10.325093865939,6
3,7,0,0.5,0,10,100,0.0637982186420417,0.08959210259568,0.649456986718864,10.0888687366159,12.5372396967725,8
7,7,0,0.5,0,10,100,0,0,0,11.5,12,12
12,7,0,0.5,0,10,100,0,0,0,16.5,17,17
15,7,0,0.5,0,10,100,0,0,0,19.5,20,20
0,12,0,0.5,0,10,100,0.265020772192206,0,0.593169518199594,11.6180342183951,12.1180342183951,5
1,12,0,0.5,0,10,100,0.203900929279236,0,0.586195238975944,11.9481476287354,13.0343428677113,6
3,12,0,0.5,0,10,100,0.133037375900469,0.00425576395146725,0.589888951263794,12.808574984979,15.0782418387704,8
7,12,0,0.5,0,10,100,0.00181355593823925,29.6424372674107,0.939854277623685,13.2350276613774,20.3140076047431,12
12,12,0,0.5,0,10,100,0,0,0,16.5,17,17
15,12,0,0.5,0,10,100,0,0,0,19.5,20,20
0,15,0,0.5,0,10,100,0.285052582485508,0,0.584892032431408,13.2733804864711,13.7733804864711,5
1,15,0,0.5,0,10,100,0.226731071188281,0,0.576795451421292,13.5751363198981,14.6519317713194,6
3,15,0,0.5,0,10,100,0.159739350259571,0,0.576490033708813,14.4178804045058,16.6473505056322,8
7,15,0,0.5,0,10,100,0.0382824626490849,18.5333126149248,0.735283671433675,15.5289381099769,21.1759238100126,12
12,15,0,0.5,0,10,100,4.93646618688279e-06,12.1977204403865,1,18.2802279559614,30.7802279559614,17
15,15,0,0.5,0,10,100,0,0,0,19.5,20,20
0,1,0.1,0.5,0,10,100,0.0251110621090142,0,0.842549260668037,5.34254926066804,5.84254926066804,5
1,1,0.1,0.5,0,10,100,0,0,0,5.5,6,6
3,1,0.1,0.5,0,10,100,0,0,0,7.5,8,8
7,1,0.1,0.5,0,10,100,0,0,0,11.5,12,12
12,1,0.1,0.5,0,10,100,0,0,0,16.5,17,17
15,1,0.1,0.5,0,10,100,0,0,0,19.5,20,20
0,3,0.1,0.5,0,10,100,0.128143598516767,0,0.68118452452891,6.54355357358673,7.04355357358673,5
1,3,0.1,0.5,0,10,100,0.0468581563665758,0,0.726905873902714,6.95381174780543,8.18071762170814,6
3,3,0.1,0.5,0,10,100,0,0,0,7.5,8,8
7,3,0.1,0.5,0,10,100,0,0,0,11.5,12,12
12,3,0.1,0.5,0,10,100,0,0,0,16.5,17,17
15,3,0.1,0.5,0,10,100,0,0,0,19.5,20,20
0,7,0.1,0.5,0,10,100,0.213988432402862,0,0.618532163885473,8.82972514719831,9.32972514719831,5
1,7,0.1,0.5,0,10,100,0.145167994095024,0,0.617870552277005,9.20722331366203,10.325093865939,6
3,7,0.1,0.5,0,10,100,0.0641823368472089,0,0.648143752116679,10.0925750084667,12.5370062648167,8
7,7,0.1,0.5,0,10,100,0,0,0,11.5,12,12
12,7,0.1,0.5,0,10,100,0,0,0,16.5,17,17
15,7,0.1,0.5,0,10,100,0,0,0,19.5,20,20
0,12,0.1,0.5,0,10,100,0.265020772192206,0,0.593169518199594,11.6180342183951,12.1180342183951,5
1,12,0.1,0.5,0,10,100,0.203900929279236,0,0.586195238975944,11.9481476287354,13.0343428677113,6
3,12,0.1,0.5,0,10,100,0.133053852450002,0,0.589851274476977,12.8086614702928,15.0782152937237,8
7,12,0.1,0.5,0,10,100,0.0451072453546504,0,0.633168788134096,14.6658439406705,19.5980254576092,12
12,12,0.1,0.5,0,10,100,0,0,0,16.5,17,17
15,12,0.1,0.5,0,10,100,0,0,0,19.5,20,20
0,15,0.1,0.5,0,10,100,0.285052582485508,0,0.584892032431408,13.2733804864711,13.7733804864711,5
1,15,0.1,0.5,0,10,100,0.226731071188281,0,0.576795451421292,13.5751363198981,14.6519317713194,6
3,15,0.1,0.5,0,10,100,0.159739350259571,0,0.576490033708813,14.4178804045058,16.6473505056322,8
7,15,0.1,0.5,0,10,100,0.0769261749827812,0,0.596158174732101,16.2692653978568,20.9423726209815,12
12,15,0.1,0.5,0,10,100,0.00796371381591638,0,0.731755616989311,18.6952668509679,27.9763342548397,17
15,15,0.1,0.5,0,10,100,0,0,0,19.5,20,20
0,1,0.4,0.5,0,10,100,0.0251110621090142,0,0.842549260668037,5.34254926066804,5.84254926066804,5
1,1,0.4,0.5,0,10,100,0,0,0,5.5,6,6
3,1,0.4,0.5,0,10,100,0,0,0,7.5,8,8
7,1,0.4,0.5,0,10,100,0,0,0,11.5,12,12
12,1,0.4,0.5,0,10,100,0,0,0,16.5,17,17
15,1,0.4,0.5,0,10,100,0,0,0,19.5,20,20
0,3,0.4,0.5,0,10,100,0.128143598516767,0,0.68118452452891,6.54355357358673,7.04355357358673,5
1,3,0.4,0.5,0,10,100,0.0468581563665758,0,0.726905873902714,6.95381174780543,8.18071762170814,6
3,3,0.4,0.5,0,10,100,0.934964301692707,8.6750623252205,0.527169960264334,10.1025186975662,8.71400364827095,8
7,3,0.4,0.5,0,10,100,0.522528084863095,12.0547825161595,0.367705129635959,13.3385256481798,12,12
12,3,0.4,0.5,0,10,100,0,0,0,16.5,17,17
15,3,0.4,0.5,0,10,100,0,0,0,19.5,20,20
0,7,0.4,0.5,0,10,100,0.213988432402862,0,0.618532163885473,8.82972514719831,9.32972514719831,5
1,7,0.4,0.5,0,10,100,0.145167994095024,0,0.617870552277005,9.20722331366203,10.325093865939,6
3,7,0.4,0.5,0,10,100,0.0641823368472089,0,0.648143752116679,10.0925750084667,12.5370062648167,8
7,7,0.4,0.5,0,10,100,0.952232086890576,18.2250290768437,0.505980814031188,16.9675087230531,13.7193627905339,12
12,7,0.4,0.5,0,10,100,0.805909694602937,25.55003335621,0.444353365623881,21.9432431787436,17.5554702237462,17
15,7,0.4,0.5,0,10,100,0.500669011558596,20.8035657350592,0.28893941705931,23.256212421771,20,20
0,12,0.4,0.5,0,10,100,0.265020772192206,0,0.593169518199594,11.6180342183951,12.1180342183951,5
1,12,0.4,0.5,0,10,100,0.203900929279236,0,0.586195238975944,11.9481476287354,13.0343428677113,6
3,12,0.4,0.5,0,10,100,0.133053852450002,0,0.589851274476977,12.8086614702928,15.0782152937237,8
7,12,0.4,0.5,0,10,100,0.0451072453546504,0,0.633168788134096,14.6658439406705,19.5980254576092,12
12,12,0.4,0.5,0,10,100,0.941814911237723,29.4500205658714,0.491003238248174,25.3350061697614,19.9470368023909,17
15,12,0.4,0.5,0,10,100,0.792250251924706,29.7500206122392,0.419675891395893,27.1659785094841,22.0611086355268,20
0,15,0.4,0.5,0,10,100,0.285052582485508,0,0.584892032431408,13.2733804864711,13.7733804864711,5
1,15,0.4,0.5,0,10,100,0.226731071188281,0,0.576795451421292,13.5751363198981,14.6519317713194,6
3,15,0.4,0.5,0,10,100,0.159739350259571,0,0.576490033708813,14.4178804045058,16.6473505056322,8
7,15,0.4,0.5,0,10,100,0.0769261749827812,0,0.596158174732101,16.2692653978568,20.9423726209815,12
12,15,0.4,0.5,0,10,100,0.00796371381591638,0,0.731755616989311,18.6952668509679,27.9763342548397,17
15,15,0.4,0.5,0,10,100,0.799921429376326,29.7503373642258,0.424215389764289,28.4251012092677,23.3881971100418,20
0,1,0.9,0.5,0,10,100,0.0251110621090142,0,0.842549260668037,5.34254926066804,5.84254926066804,5
1,1,0.9,0.5,0,10,100,0,0,0,5.5,6,6
3,1,0.9,0.5,0,10,100,0,0,0,7.5,8,8
7,1,0.9,0.5,0,10,100,0,0,0,11.5,12,12
12,1,0.9,0.5,0,10,100,0,0,0,16.5,17,17
15,1,0.9,0.5,0,10,100,0,0,0,19.5,20,20
0,3,0.9,0.5,0,10,100,0.128143598516767,0,0.68118452452891,6.54355357358673,7.04355357358673,5
1,3,0.9,0.5,0,10,100,0.0468581563665758,0,0.726905873902714,6.95381174780543,8.18071762170814,6
3,3,0.9,0.5,0,10,100,0.97029702970297,3.88892176462319,0.515,10.6111374116986,9.15610782353768,8
7,3,0.9,0.5,0,10,100,0.964093126074675,8.2555813064457,0.511879042928173,16.0569488734439,12.7100789981399,12
12,3,0.9,0.5,0,10,100,0.912489944394975,13.0889055611239,0.49604511753915,22.5067183910467,17.1792447965051,17
15,3,0.9,0.5,0,10,100,0,0,0,19.5,20,20
0,7,0.9,0.5,0,10,100,0.213988432402862,0,0.618532163885473,8.82972514719831,9.32972514719831,5
1,7,0.9,0.5,0,10,100,0.145167994095024,0,0.617870552277005,9.20722331366203,10.325093865939,6
3,7,0.9,0.5,0,10,100,0.0641823368472089,0,0.648143752116679,10.0925750084667,12.5370062648167,8
7,7,0.9,0.5,0,10,100,0.99009900990099,8.33338183521395,0.505,18.1667054681712,14.7016618164786,12
12,7,0.9,0.5,0,10,100,0.99009900990099,13.8889173385845,0.505,25.0861338708676,19.1461082661416,17
15,7,0.9,0.5,0,10,100,0.967445758909314,16.8889051303352,0.503604335495218,28.9822894203064,21.836339835433,20
0,12,0.9,0.5,0,10,100,0.265020772192206,0,0.593169518199594,11.6180342183951,12.1180342183951,5
1,12,0.9,0.5,0,10,100,0.203900929279236,0,0.586195238975944,11.9481476287354,13.0343428677113,6
3,12,0.9,0.5,0,10,100,0.133053852450002,0,0.589851274476977,12.8086614702928,15.0782152937237,8
7,12,0.9,0.5,0,10,100,0.0451072453546504,0,0.633168788134096,14.6658439406705,19.5980254576092,12
12,12,0.9,0.5,0,10,100,0.99009900990099,13.8889617123476,0.505,27.6111693698781,21.6711038287652,17
15,12,0.9,0.5,0,10,100,0.99009900990099,17.2222600201783,0.505,31.7628080161427,24.3377739979822,20
0,15,0.9,0.5,0,10,100,0.285052582485508,0,0.584892032431408,13.2733804864711,13.7733804864711,5
1,15,0.9,0.5,0,10,100,0.226731071188281,0,0.576795451421292,13.5751363198981,14.6519317713194,6
3,15,0.9,0.5,0,10,100,0.159739350259571,0,0.576490033708813,14.4178804045058,16.6473505056322,8
7,15,0.9,0.5,0,10,100,0.0769261749827812,0,0.596158174732101,16.2692653978568,20.9423726209815,12
12,15,0.9,0.5,0,10,100,0.00796371381591638,0,0.731755616989311,18.6952668509679,27.9763342548397,17
15,15,0.9,0.5,0,10,100,0.99009900990099,17.2222272283085,0.505,33.2777817826468,25.8527772771691,20
0,1,1,0.5,0,10,100,0.0251110621090142,0,0.842549260668037,5.34254926066804,5.84254926066804,5
1,1,1,0.5,0,10,100,0,0,0,5.5,6,6
3,1,1,0.5,0,10,100,0,0,0,7.5,8,8
7,1,1,0.5,0,10,100,0,0,0,11.5,12,12
12,1,1,0.5,0,10,100,0,0,0,16.5,17,17
15,1,1,0.5,0,10,100,0,0,0,19.5,20,20
0,3,1,0.5,0,10,100,0.128143598516767,0,0.68118452452891,6.54355357358673,7.04355357358673,5
1,3,1,0.5,0,10,100,0.0468581563665758,0,0.726905873902714,6.95381174780543,8.18071762170814,6
3,3,1,0.5,0,10,100,0.98019801980198,3.50002770124966,0.51,10.6500249311247,9.17999722987503,8
7,3,1,0.5,0,10,100,0.95739558507865,7.36002297285103,0.508528977524907,16.0899047654663,12.7895846352896,12
12,3,1,0.5,0,10,100,0.940041260804637,12.0200367229391,0.499849641932549,22.8193862732522,17.2975452535037,17
15,3,1,0.5,0,10,100,0.700554461330606,11.4500039763982,0.388966936568435,25.1374003399372,20.0219004120655,20
0,7,1,0.5,0,10,100,0.213988432402862,0,0.618532163885473,8.82972514719831,9.32972514719831,5
1,7,1,0.5,0,10,100,0.145167994095024,0,0.617870552277005,9.20722331366203,10.325093865939,6
3,7,1,0.5,0,10,100,0.0641823368472089,0,0.648143752116679,10.0925750084667,12.5370062648167,8
7,7,1,0.5,0,10,100,0.99009900990099,7.5000481173215,0.505,18.2500433055893,14.7849951882679,12
12,7,1,0.5,0,10,100,0.99009900990099,12.5000578308084,0.505,25.2250520477275,19.2849942169192,17
15,7,1,0.5,0,10,100,0.99009900990099,15.500022091493,0.505,29.4100198823437,21.9849977908507,20
0,12,1,0.5,0,10,100,0.265020772192206,0,0.593169518199594,11.6180342183951,12.1180342183951,5
1,12,1,0.5,0,10,100,0.203900929279236,0,0.586195238975944,11.9481476287354,13.0343428677113,6
3,12,1,0.5,0,10,100,0.133053852450002,0,0.589851274476977,12.8086614702928,15.0782152937237,8
7,12,1,0.5,0,10,100,0.0451072453546504,0,0.633168788134096,14.6658439406705,19.5980254576092,12
12,12,1,0.5,0,10,100,0.99009900990099,12.5000562614597,0.505,27.7500506353137,21.809994373854,17
15,12,1,0.5,0,10,100,0.99009900990099,15.50001488376,0.505,31.935013395384,24.509998511624,20
0,15,1,0.5,0,10,100,0.285052582485508,0,0.584892032431408,13.2733804864711,13.7733804864711,5
1,15,1,0.5,0,10,100,0.226731071188281,0,0.576795451421292,13.5751363198981,14.6519317713194,6
3,15,1,0.5,0,10,100,0.159739350259571,0,0.576490033708813,14.4178804045058,16.6473505056322,8
7,15,1,0.5,0,10,100,0.0769261749827812,0,0.596158174732101,16.2692653978568,20.9423726209815,12
12,15,1,0.5,0,10,100,0.00796371381591638,0,0.731755616989311,18.6952668509679,27.9763342548397,17
15,15,1,0.5,0,10,100,0.99009900990099,15.5000445400805,0.505,33.4500400860725,26.0249955459919,20
0,1,0,1,0,10,100,0,0,0,4,5,5
1,1,0,1,0,10,100,0,0,0,5,6,6
3,1,0,1,0,10,100,0,0,0,7,8,8
7,1,0,1,0,10,100,0,0,0,11,12,12
12,1,0,1,0,10,100,0,0,0,16,17,17
15,1,0,1,0,10,100,0,0,0,19,20,20
0,3,0,1,0,10,100,0.0597387933402129,0,0.767587778324742,6.30276333497423,7.30276333497423,5
1,3,0,1,0,10,100,0.013424181047513,0,0.852186172023788,6.70437234404758,8.55655851607136,6
3,3,0,1,0,10,100,0,0,0,7,8,8
7,3,0,1,0,10,100,0,0,0,11,12,12
12,3,0,1,0,10,100,0,0,0,16,17,17
15,3,0,1,0,10,100,0,0,0,19,20,20
0,7,0,1,0,10,100,0.145246733807991,0,0.666649577021381,8.66654703914967,9.66654703914967,5
1,7,0,1,0,10,100,0.0995097225478106,0,0.676674124847231,9.06004474908339,10.7367188739306,6
3,7,0,1,0,10,100,0.0378315863178074,0,0.729800986872534,9.91920394749014,13.1086069081077,8
7,7,0,1,0,10,100,0,0,0,11,12,12
12,7,0,1,0,10,100,0,0,0,16,17,17
15,7,0,1,0,10,100,0,0,0,19,20,20
0,12,0,1,0,10,100,0.200097551748339,0,0.627054934142115,11.5246592097054,12.5246592097054,5
1,12,0,1,0,10,100,0.159331263794124,0,0.626337693501545,11.889714628517,13.5160523220185,6
3,12,0,1,0,10,100,0.103236464547492,0,0.637112533403747,12.7340128006337,15.645350400845,8
7,12,0,1,0,10,100,0.00134579828470126,25.0499642140947,0.947570789747981,13.2328575273304,20.8658530555663,12
12,12,0,1,0,10,100,0,0,0,16,17,17
15,12,0,1,0,10,100,0,0,0,19,20,20
0,15,0,1,0,10,100,0.222044753439651,0,0.614301832012553,13.2145274801883,14.2145274801883,5
1,15,0,1,0,10,100,0.183220711165493,0,0.611504287884488,13.5610600303828,15.1725643182673,6
3,15,0,1,0,10,100,0.130050094703164,0,0.615951711669514,14.3914205400342,17.2392756750427,8
7,15,0,1,0,10,100,0.0413510649984363,9.50149665380835,0.715689250479424,15.7753643384546,21.7851890918105,12
12,15,0,1,0,10,100,0.00216786280456013,0,0.86488985411523,18.5946695623457,29.9733478117284,17
15,15,0,1,0,10,100,0,0,0,19,20,20
0,1,0.1,1,0,10,100,0,0,0,4,5,5
1,1,0.1,1,0,10,100,0,0,0,5,6,6
3,1,0.1,1,0,10,100,0,0,0,7,8,8
7,1,0.1,1,0,10,100,0,0,0,11,12,12
12,1,0.1,1,0,10,100,0,0,0,16,17,17
15,1,0.1,1,0,10,100,0,0,0,19,20,20
0,3,0.1,1,0,10,100,0.0597387933402129,0,0.767587778324742,6.30276333497423,7.30276333497423,5
1,3,0.1,1,0,10,100,0.013424181047513,0,0.852186172023788,6.70437234404758,8.55655851607136,6
3,3,0.1,1,0,10,100,0,0,0,7,8,8
7,3,0.1,1,0,10,100,0,0,0,11,12,12
12,3,0.1,1,0,10,100,0,0,0,16,17,17
15,3,0.1,1,0,10,100,0,0,0,19,20,20
0,7,0.1,1,0,10,100,0.145246733807991,0,0.666649577021381,8.66654703914967,9.66654703914967,5
1,7,0.1,1,0,10,100,0.0995097225478106,0,0.676674124847231,9.06004474908339,10.7367188739306,6
3,7,0.1,1,0,10,100,0.0378315863178074,0,0.729800986872534,9.91920394749014,13.1086069081077,8
7,7,0.1,1,0,10,100,0,0,0,11,12,12
12,7,0.1,1,0,10,100,0,0,0,16,17,17
15,7,0.1,1,0,10,100,0,0,0,19,20,20
0,12,0.1,1,0,10,100,0.200097551748339,0,0.627054934142115,11.5246592097054,12.5246592097054,5
1,12,0.1,1,0,10,100,0.159331263794124,0,0.626337693501545,11.889714628517,13.5160523220185,6
3,12,0.1,1,0,10,100,0.103236464547492,0,0.637112533403747,12.7340128006337,15.645350400845,8
7,12,0.1,1,0,10,100,0.0291486240720735,0,0.707744095029858,14.5387204751493,20.4929291403583,12
12,12,0.1,1,0,10,100,0,0,0,16,17,17
15,12,0.1,1,0,10,100,0,0,0,19,20,20
0,15,0.1,1,0,10,100,0.222044753439651,0,0.614301832012553,13.2145274801883,14.2145274801883,5
1,15,0.1,1,0,10,100,0.183220711165493,0,0.611504287884488,13.5610600303828,15.1725643182673,6
3,15,0.1,1,0,10,100,0.130050094703164,0,0.615951711669514,14.3914205400342,17.2392756750427,8
7,15,0.1,1,0,10,100,0.0587032118151206,0,0.649240825302287,16.1939266024183,21.7386123795343,12
12,15,0.1,1,0,10,100,0.00216786280456013,0,0.86488985411523,18.5946695623457,29.9733478117284,17
15,15,0.1,1,0,10,100,0,0,0,19,20,20
0,1,0.4,1,0,10,100,0,0,0,4,5,5
1,1,0.4,1,0,10,100,0.663366336633663,29.9999316946112,0.67,7.01,6,6
3,1,0.4,1,0,10,100,0,0,0,7,8,8
7,1,0.4,1,0,10,100,0,0,0,11,12,12
12,1,0.4,1,0,10,100,0,0,0,16,17,17
15,1,0.4,1,0,10,100,0,0,0,19,20,20
0,3,0.4,1,0,10,100,0.0597387933402129,0,0.767587778324742,6.30276333497423,7.30276333497423,5
