"P","L","Ecoef","Lcost","volcost","grpsz","N","expected_vol","Leader_payment","Leader_inv","Non_Ldr_return","Ldr_return","Flwr_return","Acephalous_return"
7,12,0.9,0.5,2,5,100,0.0635817754268951,2.4270507590929,0.669887184027909,20.3121699752322,11.698935531365,12.5874262973276,12
12,12,0.9,0.5,2,5,100,0.0333201232024935,4.52152976264124,0.317641528301396,20.3121699752322,17.6650708338489,17.2290538010668,17
15,12,0.9,0.5,2,5,100,0.0142252552189582,4.99922866689829,0.136423263827995,20.3121699752322,20.6994600668288,20.1717037561824,20
0,15,0.9,0.5,2,5,100,0.173512231498849,0,0.678834698734506,20.3121699752322,4,6.1529755370023,5
1,15,0.9,0.5,2,5,100,0.152746674987921,0,0.684260165969531,20.3121699752322,4.9,7.19450665002416,6
3,15,0.9,0.5,2,5,100,0.114108625675075,0,0.698832101926586,20.3121699752322,6.7,9.27178274864985,8
7,15,0.9,0.5,2,5,100,0.088382824027758,1.81417643390374,0.665534317260548,20.3121699752322,11.5699235037326,12.9603990651637,12
12,15,0.9,0.5,2,5,100,0.0698368643942461,4.05084598224996,0.49395715181361,20.3121699752322,17.635592187575,17.5501570747615,17
15,15,0.9,0.5,2,5,100,0.0499992716294395,5.08153717629701,0.314932330004933,20.3121699752322,21.0570760234079,20.3836940214817,20
0,1,1,0.5,2,5,100,0,0,0,20.3121699752322,2.6,5.1,5
1,1,1,0.5,2,5,100,0,0,0,20.3121699752322,3.5,6.1,6
3,1,1,0.5,2,5,100,0,0,0,20.3121699752322,5.3,8.1,8
7,1,1,0.5,2,5,100,0,0,0,20.3121699752322,8.9,12.1,12
12,1,1,0.5,2,5,100,0,0,0,20.3121699752322,13.4,17.1,17
15,1,1,0.5,2,5,100,0,0,0,20.3121699752322,16.1,20.1,20
0,3,1,0.5,2,5,100,0.0136307394129274,0.673746197706078,0.891900477962619,20.3121699752322,3.33899695816486,5.13798928163293,5
1,3,1,0.5,2,5,100,0.00315843671149907,1.21035603461187,0.938322891075858,20.3121699752322,4.66828482768949,6.05161191965463,6
3,3,1,0.5,2,5,100,0,0,0,20.3121699752322,5.5,8.3,8
7,3,1,0.5,2,5,100,0,0,0,20.3121699752322,9.1,12.3,12
12,3,1,0.5,2,5,100,0,0,0,20.3121699752322,13.6,17.3,17
15,3,1,0.5,2,5,100,0,0,0,20.3121699752322,16.3,20.3,20
0,7,1,0.5,2,5,100,0.0730830935577134,0,0.772103056581124,20.3121699752322,3.2,5.55383381288457,5
1,7,1,0.5,2,5,100,0.0566119146322825,0.281548297382035,0.781884884640665,20.3121699752322,4.32523863790563,6.53046651125903,6
3,7,1,0.5,2,5,100,0.0398150940095811,1.34211762125388,0.773225051417365,20.3121699752322,6.9736940970031,8.35194628773006,8
7,7,1,0.5,2,5,100,0,0,0,20.3121699752322,9.5,12.7,12
12,7,1,0.5,2,5,100,0,0,0,20.3121699752322,14,17.7,17
15,7,1,0.5,2,5,100,0,0,0,20.3121699752322,16.7,20.7,20
0,12,1,0.5,2,5,100,0.142881950041469,0,0.701262479955004,20.3121699752322,3.7,5.91423609991706,5
1,12,1,0.5,2,5,100,0.120435071722081,0.000173236513366265,0.710078867069917,20.3121699752322,4.60013858921069,6.95909520925317,6
3,12,1,0.5,2,5,100,0.0905459483585153,0.391309452935156,0.717019148805593,20.3121699752322,6.71304756234812,8.94064621269594,8
7,12,1,0.5,2,5,100,0.0735832044003779,2.38879982997083,0.64383753899577,20.3121699752322,11.9110398639767,12.5750736252051,12
12,12,1,0.5,2,5,100,0.0441847766479832,4.16438781986577,0.327658679666875,20.3121699752322,17.8315102558926,17.2787528827309,17
15,12,1,0.5,2,5,100,0.0231606188457262,4.68155835731461,0.14804593130294,20.3121699752322,20.9452466858517,20.2173670908456,20
0,15,1,0.5,2,5,100,0.173512231498849,0,0.678834698734506,20.3121699752322,4,6.1529755370023,5
1,15,1,0.5,2,5,100,0.152746674987921,0,0.684260165969531,20.3121699752322,4.9,7.19450665002416,6
3,15,1,0.5,2,5,100,0.114108625675075,0,0.698832101926586,20.3121699752322,6.7,9.27178274864985,8
7,15,1,0.5,2,5,100,0.0981530152635688,1.886886364494,0.647274478974376,20.3121699752322,11.8095090915952,12.9263166965741,12
12,15,1,0.5,2,5,100,0.0792352060696265,3.75867828716321,0.476544680581002,20.3121699752322,17.8069426297306,17.5897939304281,17
15,15,1,0.5,2,5,100,0.0608467737953056,4.6878777758322,0.320315231196971,20.3121699752322,21.2503022206658,20.440730897243,20
0,1,0,1,2,5,100,0,0,0,20.3121699752322,2.1,5.1,5
1,1,0,1,2,5,100,0,0,0,20.3121699752322,3,6.1,6
3,1,0,1,2,5,100,0,0,0,20.3121699752322,4.8,8.1,8
7,1,0,1,2,5,100,0,0,0,20.3121699752322,8.4,12.1,12
12,1,0,1,2,5,100,0,0,0,20.3121699752322,12.9,17.1,17
15,1,0,1,2,5,100,0,0,0,20.3121699752322,15.6,20.1,20
0,3,0,1,2,5,100,0,0,0,20.3121699752322,2.3,5.3,5
1,3,0,1,2,5,100,0,0,0,20.3121699752322,3.2,6.3,6
3,3,0,1,2,5,100,0,0,0,20.3121699752322,5,8.3,8
7,3,0,1,2,5,100,0,0,0,20.3121699752322,8.6,12.3,12
12,3,0,1,2,5,100,0,0,0,20.3121699752322,13.1,17.3,17
15,3,0,1,2,5,100,0,0,0,20.3121699752322,15.8,20.3,20
0,7,0,1,2,5,100,0.0549136324321187,0,0.80240704825068,20.3121699752322,2.7,5.59017273513576,5
1,7,0,1,2,5,100,0.0331789668992582,0,0.83289802160641,20.3121699752322,3.6,6.63364206620148,6
3,7,0,1,2,5,100,0.00328413545466609,0,0.936956363875921,20.3121699752322,5.4,8.69343172909067,8
7,7,0,1,2,5,100,0,0,0,20.3121699752322,9,12.7,12
12,7,0,1,2,5,100,0,0,0,20.3121699752322,13.5,17.7,17
15,7,0,1,2,5,100,0,0,0,20.3121699752322,16.2,20.7,20
0,12,0,1,2,5,100,0.123543250901898,0,0.721382571254261,20.3121699752322,3.2,5.9529134981962,5
1,12,0,1,2,5,100,0.102535499794072,0,0.731885973060923,20.3121699752322,4.1,6.99492900041186,6
3,12,0,1,2,5,100,0.0643469007166828,0,0.760565990749662,20.3121699752322,5.9,9.07130619856663,8
7,12,0,1,2,5,100,0.00786758511675173,0,0.884976694948662,20.3121699752322,9.5,13.1842648297665,12
12,12,0,1,2,5,100,0,0,0,20.3121699752322,14,18.2,17
15,12,0,1,2,5,100,0,0,0,20.3121699752322,16.7,21.2,20
0,15,0,1,2,5,100,0.154535990865751,0,0.695858761512742,20.3121699752322,3.5,6.1909280182685,5
1,15,0,1,2,5,100,0.134906787558607,0,0.70246009207054,20.3121699752322,4.4,7.23018642488279,6
3,15,0,1,2,5,100,0.0984890794466516,0,0.719781059571473,20.3121699752322,6.2,9.3030218411067,8
7,15,0,1,2,5,100,0.0371510520356006,0,0.782016549582466,20.3121699752322,9.8,13.4256978959288,12
12,15,0,1,2,5,100,0,0,0,20.3121699752322,14.3,18.5,17
15,15,0,1,2,5,100,0,0,0,20.3121699752322,17,21.5,20
0,1,0.1,1,2,5,100,0,0,0,20.3121699752322,2.1,5.1,5
1,1,0.1,1,2,5,100,0,0,0,20.3121699752322,3,6.1,6
3,1,0.1,1,2,5,100,0,0,0,20.3121699752322,4.8,8.1,8
7,1,0.1,1,2,5,100,0,0,0,20.3121699752322,8.4,12.1,12
12,1,0.1,1,2,5,100,0,0,0,20.3121699752322,12.9,17.1,17
15,1,0.1,1,2,5,100,0,0,0,20.3121699752322,15.6,20.1,20
0,3,0.1,1,2,5,100,0,0,0,20.3121699752322,2.3,5.3,5
1,3,0.1,1,2,5,100,0,0,0,20.3121699752322,3.2,6.3,6
3,3,0.1,1,2,5,100,0,0,0,20.3121699752322,5,8.3,8
7,3,0.1,1,2,5,100,0,0,0,20.3121699752322,8.6,12.3,12
12,3,0.1,1,2,5,100,0,0,0,20.3121699752322,13.1,17.3,17
15,3,0.1,1,2,5,100,0,0,0,20.3121699752322,15.8,20.3,20
0,7,0.1,1,2,5,100,0.0549136324321187,0,0.80240704825068,20.3121699752322,2.7,5.59017273513576,5
1,7,0.1,1,2,5,100,0.0331789668992582,0,0.83289802160641,20.3121699752322,3.6,6.63364206620148,6
3,7,0.1,1,2,5,100,0.00328413545466609,0,0.936956363875921,20.3121699752322,5.4,8.69343172909067,8
7,7,0.1,1,2,5,100,0,0,0,20.3121699752322,9,12.7,12
12,7,0.1,1,2,5,100,0,0,0,20.3121699752322,13.5,17.7,17
15,7,0.1,1,2,5,100,0,0,0,20.3121699752322,16.2,20.7,20
0,12,0.1,1,2,5,100,0.123543250901898,0,0.721382571254261,20.3121699752322,3.2,5.9529134981962,5
1,12,0.1,1,2,5,100,0.102535499794072,0,0.731885973060923,20.3121699752322,4.1,6.99492900041186,6
3,12,0.1,1,2,5,100,0.0643469007166828,0,0.760565990749662,20.3121699752322,5.9,9.07130619856663,8
7,12,0.1,1,2,5,100,0.00786758511675173,0,0.884976694948662,20.3121699752322,9.5,13.1842648297665,12
12,12,0.1,1,2,5,100,0,0,0,20.3121699752322,14,18.2,17
15,12,0.1,1,2,5,100,0,0,0,20.3121699752322,16.7,21.2,20
0,15,0.1,1,2,5,100,0.154535990865751,0,0.695858761512742,20.3121699752322,3.5,6.1909280182685,5
1,15,0.1,1,2,5,100,0.134906787558607,0,0.70246009207054,20.3121699752322,4.4,7.23018642488279,6
3,15,0.1,1,2,5,100,0.0984890794466516,0,0.719781059571473,20.3121699752322,6.2,9.3030218411067,8
7,15,0.1,1,2,5,100,0.0371510520356006,0,0.782016549582466,20.3121699752322,9.8,13.4256978959288,12
12,15,0.1,1,2,5,100,0,0,0,20.3121699752322,14.3,18.5,17
15,15,0.1,1,2,5,100,0,0,0,20.3121699752322,17,21.5,20
0,1,0.4,1,2,5,100,0,0,0,20.3121699752322,2.1,5.1,5
1,1,0.4,1,2,5,100,0,0,0,20.3121699752322,3,6.1,6
3,1,0.4,1,2,5,100,0,0,0,20.3121699752322,4.8,8.1,8
7,1,0.4,1,2,5,100,0,0,0,20.3121699752322,8.4,12.1,12
12,1,0.4,1,2,5,100,0,0,0,20.3121699752322,12.9,17.1,17
15,1,0.4,1,2,5,100,0,0,0,20.3121699752322,15.6,20.1,20
0,3,0.4,1,2,5,100,0.000287212274800601,1.17985029980037,0.988428792520464,20.3121699752322,2.53597005996007,5.06345551549033,5
1,3,0.4,1,2,5,100,0,0,0,20.3121699752322,3.2,6.3,6
3,3,0.4,1,2,5,100,0,0,0,20.3121699752322,5,8.3,8
7,3,0.4,1,2,5,100,0,0,0,20.3121699752322,8.6,12.3,12
12,3,0.4,1,2,5,100,0,0,0,20.3121699752322,13.1,17.3,17
15,3,0.4,1,2,5,100,0,0,0,20.3121699752322,15.8,20.3,20
0,7,0.4,1,2,5,100,0.0549136324321187,0,0.80240704825068,20.3121699752322,2.7,5.59017273513576,5
1,7,0.4,1,2,5,100,0.0331789668992582,0,0.83289802160641,20.3121699752322,3.6,6.63364206620148,6
3,7,0.4,1,2,5,100,0.0062563407655493,1.22044893172558,0.912518192469701,20.3121699752322,5.64408978634512,8.44339753212378,8
7,7,0.4,1,2,5,100,0,0,0,20.3121699752322,9,12.7,12
12,7,0.4,1,2,5,100,0,0,0,20.3121699752322,13.5,17.7,17
15,7,0.4,1,2,5,100,0,0,0,20.3121699752322,16.2,20.7,20
0,12,0.4,1,2,5,100,0.123543250901898,0,0.721382571254261,20.3121699752322,3.2,5.9529134981962,5
1,12,0.4,1,2,5,100,0.102535499794072,0,0.731885973060923,20.3121699752322,4.1,6.99492900041186,6
3,12,0.4,1,2,5,100,0.0643469007166828,0,0.760565990749662,20.3121699752322,5.9,9.07130619856663,8
7,12,0.4,1,2,5,100,0.0127700418937653,1.74217805145488,0.85415599001354,20.3121699752322,9.84843561029098,12.8260243059215,12
12,12,0.4,1,2,5,100,0,0,0,20.3121699752322,14,18.2,17
15,12,0.4,1,2,5,100,0,0,0,20.3121699752322,16.7,21.2,20
0,15,0.4,1,2,5,100,0.154535990865751,0,0.695858761512742,20.3121699752322,3.5,6.1909280182685,5
1,15,0.4,1,2,5,100,0.134906787558607,0,0.70246009207054,20.3121699752322,4.4,7.23018642488279,6
3,15,0.4,1,2,5,100,0.0984890794466516,0,0.719781059571473,20.3121699752322,6.2,9.3030218411067,8
7,15,0.4,1,2,5,100,0.0371510520356006,0,0.782016549582466,20.3121699752322,9.8,13.4256978959288,12
12,15,0.4,1,2,5,100,0.00226249319576958,5.95863167198903,0.910359162293672,20.3121699752322,15.4917263343978,17.3037486792107,17
15,15,0.4,1,2,5,100,0,0,0,20.3121699752322,17,21.5,20
0,1,0.9,1,2,5,100,0,0,0,20.3121699752322,2.1,5.1,5
1,1,0.9,1,2,5,100,0,0,0,20.3121699752322,3,6.1,6
3,1,0.9,1,2,5,100,0,0,0,20.3121699752322,4.8,8.1,8
7,1,0.9,1,2,5,100,0,0,0,20.3121699752322,8.4,12.1,12
12,1,0.9,1,2,5,100,0,0,0,20.3121699752322,12.9,17.1,17
15,1,0.9,1,2,5,100,0,0,0,20.3121699752322,15.6,20.1,20
0,3,0.9,1,2,5,100,0.00535184671034752,0.98697174410322,0.934584740413632,20.3121699752322,2.99088022087225,5.09190195775866,5
1,3,0.9,1,2,5,100,0,0,0,20.3121699752322,3.2,6.3,6
3,3,0.9,1,2,5,100,0,0,0,20.3121699752322,5,8.3,8
7,3,0.9,1,2,5,100,0,0,0,20.3121699752322,8.6,12.3,12
12,3,0.9,1,2,5,100,0,0,0,20.3121699752322,13.1,17.3,17
15,3,0.9,1,2,5,100,0,0,0,20.3121699752322,15.8,20.3,20
0,7,0.9,1,2,5,100,0.0549893914945859,0.00267626931221221,0.802282554901298,20.3121699752322,2.70187338851855,5.58948596314839,5
1,7,0.9,1,2,5,100,0.0444681124265673,0.518523281045351,0.807398041391228,20.3121699752322,3.96296629673175,6.5073591189378,6
3,7,0.9,1,2,5,100,0.0268625961780797,1.70128958454534,0.815204197631002,20.3121699752322,6.59090270918174,8.30601689073477,8
7,7,0.9,1,2,5,100,0,0,0,20.3121699752322,9,12.7,12
12,7,0.9,1,2,5,100,0,0,0,20.3121699752322,13.5,17.7,17
15,7,0.9,1,2,5,100,0,0,0,20.3121699752322,16.2,20.7,20
0,12,0.9,1,2,5,100,0.123543250901898,0,0.721382571254261,20.3121699752322,3.2,5.9529134981962,5
1,12,0.9,1,2,5,100,0.102535499794072,0,0.731885973060923,20.3121699752322,4.1,6.99492900041186,6
3,12,0.9,1,2,5,100,0.0764786483533571,0.545892598367495,0.740086305092103,20.3121699752322,6.28212481885725,8.93786418361979,8
7,12,0.9,1,2,5,100,0.0535872053586481,2.77737110888505,0.69848349069619,20.3121699752322,11.4441597762195,12.5373513675057,12
12,12,0.9,1,2,5,100,0.0228997174368595,5.00580471048187,0.297497725875917,20.3121699752322,17.5040632973373,17.1530396230299,17
15,12,0.9,1,2,5,100,0.00741653988041492,5.39999905890589,0.127402058146901,20.3121699752322,20.4799993412341,20.105167108458,20
0,15,0.9,1,2,5,100,0.154541971485121,8.1712698016895e-05,0.69585422087186,20.3121699752322,3.50005719888861,6.19089971449015,5
1,15,0.9,1,2,5,100,0.134906787558607,0,0.70246009207054,20.3121699752322,4.4,7.23018642488279,6
3,15,0.9,1,2,5,100,0.0984890794466516,0,0.719781059571473,20.3121699752322,6.2,9.3030218411067,8
7,15,0.9,1,2,5,100,0.0797800498905544,2.16609366725964,0.683216662523293,20.3121699752322,11.3162655670818,12.907221166767,12
12,15,0.9,1,2,5,100,0.0609213843472246,4.52449646938284,0.515328375227467,20.3121699752322,17.467147528568,17.473257937429,17
15,15,0.9,1,2,5,100,0.0403163023785723,5.55743939324672,0.310130263220066,20.3121699752322,20.8902075752727,20.3078795165935,20
0,1,1,1,2,5,100,0,0,0,20.3121699752322,2.1,5.1,5
1,1,1,1,2,5,100,0,0,0,20.3121699752322,3,6.1,6
3,1,1,1,2,5,100,0,0,0,20.3121699752322,4.8,8.1,8
7,1,1,1,2,5,100,0,0,0,20.3121699752322,8.4,12.1,12
12,1,1,1,2,5,100,0,0,0,20.3121699752322,12.9,17.1,17
15,1,1,1,2,5,100,0,0,0,20.3121699752322,15.6,20.1,20
0,3,1,1,2,5,100,0.00686726683825406,0.959909929584144,0.925200607710079,20.3121699752322,3.06792794366732,5.09428348040666,5
1,3,1,1,2,5,100,0,0,0,20.3121699752322,3.2,6.3,6
3,3,1,1,2,5,100,0,0,0,20.3121699752322,5,8.3,8
7,3,1,1,2,5,100,0,0,0,20.3121699752322,8.6,12.3,12
12,3,1,1,2,5,100,0,0,0,20.3121699752322,13.1,17.3,17
15,3,1,1,2,5,100,0,0,0,20.3121699752322,15.8,20.3,20
0,7,1,1,2,5,100,0.0572443652931841,0.0810108545386705,0.79844275191872,20.3121699752322,2.76480868363094,5.5693090985059,5
1,7,1,1,2,5,100,0.0486783465890039,0.607480918795036,0.798617788966917,20.3121699752322,4.08598473503603,6.48114712306298,6
3,7,1,1,2,5,100,0.0314100961522143,1.66552769709691,0.799758839505806,20.3121699752322,6.73242215767753,8.30407426827619,8
7,7,1,1,2,5,100,0,0,0,20.3121699752322,9,12.7,12
12,7,1,1,2,5,100,0,0,0,20.3121699752322,13.5,17.7,17
15,7,1,1,2,5,100,0,0,0,20.3121699752322,16.2,20.7,20
0,12,1,1,2,5,100,0.123543250901898,0,0.721382571254261,20.3121699752322,3.2,5.9529134981962,5
1,12,1,1,2,5,100,0.102535499794072,0,0.731885973060923,20.3121699752322,4.1,6.99492900041186,6
3,12,1,1,2,5,100,0.0830324047780464,0.71798296191538,0.729572711371306,20.3121699752322,6.4743863695323,8.89033859806083,8
7,12,1,1,2,5,100,0.063574137852196,2.73195765166998,0.67064455368103,20.3121699752322,11.685566121336,12.5264601939616,12
12,12,1,1,2,5,100,0.0340360685926087,4.59676614029359,0.320650064546865,20.3121699752322,17.6774129122349,17.2125746347561,17
15,12,1,1,2,5,100,0.015080767095241,5.04469813037745,0.140379112842692,20.3121699752322,20.735758504302,20.160898839734,20
0,15,1,1,2,5,100,0.154542265569675,8.1712698016895e-05,0.695853941076031,20.3121699752322,3.50006537015841,6.19089912632105,5
1,15,1,1,2,5,100,0.134906787558607,0,0.70246009207054,20.3121699752322,4.4,7.23018642488279,6
3,15,1,1,2,5,100,0.104664186740733,0.235352983055733,0.711701613268905,20.3121699752322,6.38828238644459,9.24360102990739,8
7,15,1,1,2,5,100,0.0896508125189086,2.22515928060817,0.663931455723364,20.3121699752322,11.5801274244865,12.8756665188405,12
12,15,1,1,2,5,100,0.071480173388856,4.20286859254761,0.492150382075307,20.3121699752322,17.6622948740381,17.5164659347128,17
15,15,1,1,2,5,100,0.0523344524345326,5.13118070105437,0.319915479010513,20.3121699752322,21.1049445608435,20.3690949549201,20
0,1,0,2,2,5,100,0,0,0,20.3121699752322,1.1,5.1,5
1,1,0,2,2,5,100,0,0,0,20.3121699752322,2,6.1,6
3,1,0,2,2,5,100,0,0,0,20.3121699752322,3.8,8.1,8
7,1,0,2,2,5,100,0,0,0,20.3121699752322,7.4,12.1,12
12,1,0,2,2,5,100,0,0,0,20.3121699752322,11.9,17.1,17
15,1,0,2,2,5,100,0,0,0,20.3121699752322,14.6,20.1,20
0,3,0,2,2,5,100,0,0,0,20.3121699752322,1.3,5.3,5
1,3,0,2,2,5,100,0,0,0,20.3121699752322,2.2,6.3,6
3,3,0,2,2,5,100,0,0,0,20.3121699752322,4,8.3,8
7,3,0,2,2,5,100,0,0,0,20.3121699752322,7.6,12.3,12
12,3,0,2,2,5,100,0,0,0,20.3121699752322,12.1,17.3,17
15,3,0,2,2,5,100,0,0,0,20.3121699752322,14.8,20.3,20
0,7,0,2,2,5,100,0.027727903974939,0,0.860115961140564,20.3121699752322,1.7,5.64454419205012,5
1,7,0,2,2,5,100,0.0125481878398486,0,0.898686442450889,20.3121699752322,2.6,6.6749036243203,6
3,7,0,2,2,5,100,0,0,0,20.3121699752322,4.4,8.7,8
7,7,0,2,2,5,100,0,0,0,20.3121699752322,8,12.7,12
12,7,0,2,2,5,100,0,0,0,20.3121699752322,12.5,17.7,17
15,7,0,2,2,5,100,0,0,0,20.3121699752322,15.2,20.7,20
0,12,0,2,2,5,100,0.0909553788617395,0,0.759680613957072,20.3121699752322,2.2,6.01808924227652,5
1,12,0,2,2,5,100,0.0727720616279799,0,0.773368780238168,20.3121699752322,3.1,7.05445587674404,6
3,12,0,2,2,5,100,0.0406351739563146,0,0.809848950753249,20.3121699752322,4.9,9.11872965208737,8
7,12,0,2,2,5,100,0.000900006525870539,0,0.964235588819097,20.3121699752322,8.5,13.1981999869483,12
12,12,0,2,2,5,100,0,0,0,20.3121699752322,13,18.2,17
15,12,0,2,2,5,100,0,0,0,20.3121699752322,15.7,21.2,20
0,15,0,2,2,5,100,0.121797188377701,0,0.728268588521774,20.3121699752322,2.5,6.2564056232446,5
1,15,0,2,2,5,100,0.104312552891705,0,0.737080973696718,20.3121699752322,3.4,7.29137489421659,6
3,15,0,2,2,5,100,0.0722209767349988,0,0.759483740092296,20.3121699752322,5.2,9.35555804653,8
7,15,0,2,2,5,100,0.0208545648787551,0,0.837556944081784,20.3121699752322,8.8,13.4582908702425,12
12,15,0,2,2,5,100,0,0,0,20.3121699752322,13.3,18.5,17
15,15,0,2,2,5,100,0,0,0,20.3121699752322,16,21.5,20
0,1,0.1,2,2,5,100,0,0,0,20.3121699752322,1.1,5.1,5
1,1,0.1,2,2,5,100,0,0,0,20.3121699752322,2,6.1,6
3,1,0.1,2,2,5,100,0,0,0,20.3121699752322,3.8,8.1,8
7,1,0.1,2,2,5,100,0,0,0,20.3121699752322,7.4,12.1,12
12,1,0.1,2,2,5,100,0,0,0,20.3121699752322,11.9,17.1,17
15,1,0.1,2,2,5,100,0,0,0,20.3121699752322,14.6,20.1,20
0,3,0.1,2,2,5,100,0,0,0,20.3121699752322,1.3,5.3,5
1,3,0.1,2,2,5,100,0,0,0,20.3121699752322,2.2,6.3,6
3,3,0.1,2,2,5,100,0,0,0,20.3121699752322,4,8.3,8
7,3,0.1,2,2,5,100,0,0,0,20.3121699752322,7.6,12.3,12
12,3,0.1,2,2,5,100,0,0,0,20.3121699752322,12.1,17.3,17
15,3,0.1,2,2,5,100,0,0,0,20.3121699752322,14.8,20.3,20
0,7,0.1,2,2,5,100,0.027727903974939,0,0.860115961140564,20.3121699752322,1.7,5.64454419205012,5
1,7,0.1,2,2,5,100,0.0125481878398486,0,0.898686442450889,20.3121699752322,2.6,6.6749036243203,6
3,7,0.1,2,2,5,100,0,0,0,20.3121699752322,4.4,8.7,8
7,7,0.1,2,2,5,100,0,0,0,20.3121699752322,8,12.7,12
12,7,0.1,2,2,5,100,0,0,0,20.3121699752322,12.5,17.7,17
15,7,0.1,2,2,5,100,0,0,0,20.3121699752322,15.2,20.7,20
0,12,0.1,2,2,5,100,0.0909553788617395,0,0.759680613957072,20.3121699752322,2.2,6.01808924227652,5
1,12,0.1,2,2,5,100,0.0727720616279799,0,0.773368780238168,20.3121699752322,3.1,7.05445587674404,6
3,12,0.1,2,2,5,100,0.0406351739563146,0,0.809848950753249,20.3121699752322,4.9,9.11872965208737,8
7,12,0.1,2,2,5,100,0.000900006525870539,0,0.964235588819097,20.3121699752322,8.5,13.1981999869483,12
12,12,0.1,2,2,5,100,0,0,0,20.3121699752322,13,18.2,17
15,12,0.1,2,2,5,100,0,0,0,20.3121699752322,15.7,21.2,20
0,15,0.1,2,2,5,100,0.121797188377701,0,0.728268588521774,20.3121699752322,2.5,6.2564056232446,5
1,15,0.1,2,2,5,100,0.104312552891705,0,0.737080973696718,20.3121699752322,3.4,7.29137489421659,6
3,15,0.1,2,2,5,100,0.0722209767349988,0,0.759483740092296,20.3121699752322,5.2,9.35555804653,8
7,15,0.1,2,2,5,100,0.0208545648787551,0,0.837556944081784,20.3121699752322,8.8,13.4582908702425,12
12,15,0.1,2,2,5,100,0,0,0,20.3121699752322,13.3,18.5,17
15,15,0.1,2,2,5,100,0,0,0,20.3121699752322,16,21.5,20
0,1,0.4,2,2,5,100,0,0,0,20.3121699752322,1.1,5.1,5
1,1,0.4,2,2,5,100,0,0,0,20.3121699752322,2,6.1,6
3,1,0.4,2,2,5,100,0,0,0,20.3121699752322,3.8,8.1,8
7,1,0.4,2,2,5,100,0,0,0,20.3121699752322,7.4,12.1,12
12,1,0.4,2,2,5,100,0,0,0,20.3121699752322,11.9,17.1,17
15,1,0.4,2,2,5,100,0,0,0,20.3121699752322,14.6,20.1,20
0,3,0.4,2,2,5,100,0,0,0,20.3121699752322,1.3,5.3,5
1,3,0.4,2,2,5,100,0,0,0,20.3121699752322,2.2,6.3,6
3,3,0.4,2,2,5,100,0,0,0,20.3121699752322,4,8.3,8
7,3,0.4,2,2,5,100,0,0,0,20.3121699752322,7.6,12.3,12
12,3,0.4,2,2,5,100,0,0,0,20.3121699752322,12.1,17.3,17
15,3,0.4,2,2,5,100,0,0,0,20.3121699752322,14.8,20.3,20
0,7,0.4,2,2,5,100,0.027727903974939,0,0.860115961140564,20.3121699752322,1.7,5.64454419205012,5
1,7,0.4,2,2,5,100,0.0126034600265443,0.0137837821123957,0.898450396032791,20.3121699752322,2.60275675642248,6.67203632352443,6
3,7,0.4,2,2,5,100,0.000581636497643296,2.72837705213866,0.977131755396938,20.3121699752322,4.94567541042773,8.15316131657698,8
7,7,0.4,2,2,5,100,0,0,0,20.3121699752322,8,12.7,12
12,7,0.4,2,2,5,100,0,0,0,20.3121699752322,12.5,17.7,17
15,7,0.4,2,2,5,100,0,0,0,20.3121699752322,15.2,20.7,20
0,12,0.4,2,2,5,100,0.0909553788617395,0,0.759680613957072,20.3121699752322,2.2,6.01808924227652,5
1,12,0.4,2,2,5,100,0.0727720616279799,0,0.773368780238168,20.3121699752322,3.1,7.05445587674404,6
3,12,0.4,2,2,5,100,0.0406351739563146,0,0.809848950753249,20.3121699752322,4.9,9.11872965208737,8
7,12,0.4,2,2,5,100,0.00498578980183854,3.22311060681724,0.911560786512052,20.3121699752322,9.14462212136345,12.5454062990329,12
12,12,0.4,2,2,5,100,0,0,0,20.3121699752322,13,18.2,17
15,12,0.4,2,2,5,100,0,0,0,20.3121699752322,15.7,21.2,20
0,15,0.4,2,2,5,100,0.121797188377701,0,0.728268588521774,20.3121699752322,2.5,6.2564056232446,5
1,15,0.4,2,2,5,100,0.104312552891705,0,0.737080973696718,20.3121699752322,3.4,7.29137489421659,6
3,15,0.4,2,2,5,100,0.0722209767349988,0,0.759483740092296,20.3121699752322,5.2,9.35555804653,8
7,15,0.4,2,2,5,100,0.0211543420837665,0.0956652726068737,0.83647670882335,20.3121699752322,8.81913305452137,13.4385582613111,12
12,15,0.4,2,2,5,100,0,0,0,20.3121699752322,13.3,18.5,17
15,15,0.4,2,2,5,100,0,0,0,20.3121699752322,16,21.5,20
0,1,0.9,2,2,5,100,0,0,0,20.3121699752322,1.1,5.1,5
1,1,0.9,2,2,5,100,0,0,0,20.3121699752322,2,6.1,6
3,1,0.9,2,2,5,100,0,0,0,20.3121699752322,3.8,8.1,8
7,1,0.9,2,2,5,100,0,0,0,20.3121699752322,7.4,12.1,12
12,1,0.9,2,2,5,100,0,0,0,20.3121699752322,11.9,17.1,17
15,1,0.9,2,2,5,100,0,0,0,20.3121699752322,14.6,20.1,20
0,3,0.9,2,2,5,100,0,0,0,20.3121699752322,1.3,5.3,5
1,3,0.9,2,2,5,100,0,0,0,20.3121699752322,2.2,6.3,6
3,3,0.9,2,2,5,100,0,0,0,20.3121699752322,4,8.3,8
7,3,0.9,2,2,5,100,0,0,0,20.3121699752322,7.6,12.3,12
