"P","L","Ecoef","Lcost","volcost","grpsz","N","expected_vol","Leader_payment","Leader_inv","Non_Ldr_return","Ldr_return","Flwr_return","Acephalous_return"
3,1,0.1,1,0.5,5,100,0,0,0,20.3121699752322,6.3,8.1,8
7,1,0.1,1,0.5,5,100,0,0,0,20.3121699752322,9.9,12.1,12
12,1,0.1,1,0.5,5,100,0,0,0,20.3121699752322,14.4,17.1,17
15,1,0.1,1,0.5,5,100,0,0,0,20.3121699752322,17.1,20.1,20
0,3,0.1,1,0.5,5,100,0.0437560368010441,0,0.831289926830824,20.3121699752322,3.8,5.27812198159948,5
1,3,0.1,1,0.5,5,100,0.00451757872211694,0,0.933912264321408,20.3121699752322,4.7,6.29774121063894,6
3,3,0.1,1,0.5,5,100,0,0,0,20.3121699752322,6.5,8.3,8
7,3,0.1,1,0.5,5,100,0,0,0,20.3121699752322,10.1,12.3,12
12,3,0.1,1,0.5,5,100,0,0,0,20.3121699752322,14.6,17.3,17
15,3,0.1,1,0.5,5,100,0,0,0,20.3121699752322,17.3,20.3,20
0,7,0.1,1,0.5,5,100,0.161457884235031,0,0.701154038905387,20.3121699752322,4.2,5.61927105788248,5
1,7,0.1,1,0.5,5,100,0.115788132528002,0,0.717887265662005,20.3121699752322,5.1,6.642105933736,6
3,7,0.1,1,0.5,5,100,0.0427479990950852,0,0.780049880456338,20.3121699752322,6.9,8.67862600045246,8
7,7,0.1,1,0.5,5,100,0,0,0,20.3121699752322,10.5,12.7,12
12,7,0.1,1,0.5,5,100,0,0,0,20.3121699752322,15,17.7,17
15,7,0.1,1,0.5,5,100,0,0,0,20.3121699752322,17.7,20.7,20
0,12,0.1,1,0.5,5,100,0.243000504754915,0,0.650501712028151,20.3121699752322,4.7,6.07849974762254,5
1,12,0.1,1,0.5,5,100,0.204890824149679,0,0.65477015961645,20.3121699752322,5.6,7.09755458792516,6
3,12,0.1,1,0.5,5,100,0.140035684046142,0,0.670143969616731,20.3121699752322,7.4,9.12998215797693,8
7,12,0.1,1,0.5,5,100,0.0404369190295159,0,0.746266353401277,20.3121699752322,11,13.1797815404852,12
12,12,0.1,1,0.5,5,100,0,0,0,20.3121699752322,15.5,18.2,17
15,12,0.1,1,0.5,5,100,0,0,0,20.3121699752322,18.2,21.2,20
0,15,0.1,1,0.5,5,100,0.275970336715366,0,0.634210731223363,20.3121699752322,5,6.36201483164232,5
1,15,0.1,1,0.5,5,100,0.240913337384776,0,0.636131082675705,20.3121699752322,5.9,7.37954333130761,6
3,15,0.1,1,0.5,5,100,0.181053269879054,0,0.644368810100108,20.3121699752322,7.7,9.40947336506047,8
7,15,0.1,1,0.5,5,100,0.0858318980135082,0,0.681467554818301,20.3121699752322,11.3,13.4570840509932,12
12,15,0.1,1,0.5,5,100,0.00461127073239852,0,0.869449223971542,20.3121699752322,15.8,18.4976943646338,17
15,15,0.1,1,0.5,5,100,0,0,0,20.3121699752322,18.5,21.5,20
0,1,0.4,1,0.5,5,100,0,0,0,20.3121699752322,3.6,5.1,5
1,1,0.4,1,0.5,5,100,0,0,0,20.3121699752322,4.5,6.1,6
3,1,0.4,1,0.5,5,100,0,0,0,20.3121699752322,6.3,8.1,8
7,1,0.4,1,0.5,5,100,0,0,0,20.3121699752322,9.9,12.1,12
12,1,0.4,1,0.5,5,100,0,0,0,20.3121699752322,14.4,17.1,17
15,1,0.4,1,0.5,5,100,0,0,0,20.3121699752322,17.1,20.1,20
0,3,0.4,1,0.5,5,100,0.0437560368010441,0,0.831289926830824,20.3121699752322,3.8,5.27812198159948,5
1,3,0.4,1,0.5,5,100,0.0070699155978007,0.416272983174922,0.917377120925204,20.3121699752322,4.78325459663498,6.21321044556611,6
3,3,0.4,1,0.5,5,100,0,0,0,20.3121699752322,6.5,8.3,8
7,3,0.4,1,0.5,5,100,0,0,0,20.3121699752322,10.1,12.3,12
12,3,0.4,1,0.5,5,100,0,0,0,20.3121699752322,14.6,17.3,17
15,3,0.4,1,0.5,5,100,0,0,0,20.3121699752322,17.3,20.3,20
0,7,0.4,1,0.5,5,100,0.161457884235031,0,0.701154038905387,20.3121699752322,4.2,5.61927105788248,5
1,7,0.4,1,0.5,5,100,0.115788132528002,0,0.717887265662005,20.3121699752322,5.1,6.642105933736,6
3,7,0.4,1,0.5,5,100,0.0427479990950852,0,0.780049880456338,20.3121699752322,6.9,8.67862600045246,8
7,7,0.4,1,0.5,5,100,0,0,0,20.3121699752322,10.5,12.7,12
12,7,0.4,1,0.5,5,100,0,0,0,20.3121699752322,15,17.7,17
15,7,0.4,1,0.5,5,100,0,0,0,20.3121699752322,17.7,20.7,20
0,12,0.4,1,0.5,5,100,0.243000504754915,0,0.650501712028151,20.3121699752322,4.7,6.07849974762254,5
1,12,0.4,1,0.5,5,100,0.204890824149679,0,0.65477015961645,20.3121699752322,5.6,7.09755458792516,6
3,12,0.4,1,0.5,5,100,0.140035684046142,0,0.670143969616731,20.3121699752322,7.4,9.12998215797693,8
7,12,0.4,1,0.5,5,100,0.0409196288931583,0.0621361565223312,0.744867963394121,20.3121699752322,11.0124272313045,13.167112954249,12
12,12,0.4,1,0.5,5,100,0,0,0,20.3121699752322,15.5,18.2,17
15,12,0.4,1,0.5,5,100,0,0,0,20.3121699752322,18.2,21.2,20
0,15,0.4,1,0.5,5,100,0.275970336715366,0,0.634210731223363,20.3121699752322,5,6.36201483164232,5
1,15,0.4,1,0.5,5,100,0.240913337384776,0,0.636131082675705,20.3121699752322,5.9,7.37954333130761,6
3,15,0.4,1,0.5,5,100,0.181053269879054,0,0.644368810100108,20.3121699752322,7.7,9.40947336506047,8
7,15,0.4,1,0.5,5,100,0.0858318980135082,0,0.681467554818301,20.3121699752322,11.3,13.4570840509932,12
12,15,0.4,1,0.5,5,100,0.0233557188352459,4.16617639757288,0.706522567522047,20.3121699752322,16.6332352795146,17.6550868610678,17
15,15,0.4,1,0.5,5,100,0,0,0,20.3121699752322,18.5,21.5,20
0,1,0.9,1,0.5,5,100,0,0,0,20.3121699752322,3.6,5.1,5
1,1,0.9,1,0.5,5,100,0,0,0,20.3121699752322,4.5,6.1,6
3,1,0.9,1,0.5,5,100,0,0,0,20.3121699752322,6.3,8.1,8
7,1,0.9,1,0.5,5,100,0,0,0,20.3121699752322,9.9,12.1,12
12,1,0.9,1,0.5,5,100,0,0,0,20.3121699752322,14.4,17.1,17
15,1,0.9,1,0.5,5,100,0,0,0,20.3121699752322,17.1,20.1,20
0,3,0.9,1,0.5,5,100,0.0560037781797574,0.208859649261996,0.810647744326908,20.3121699752322,3.9462017544834,5.23022618105772,5
1,3,0.9,1,0.5,5,100,0.0305612413042399,0.755068751689924,0.826567717838777,20.3121699752322,5.22854812618295,6.1337056290099,6
3,3,0.9,1,0.5,5,100,0,0,0,20.3121699752322,6.5,8.3,8
7,3,0.9,1,0.5,5,100,0,0,0,20.3121699752322,10.1,12.3,12
12,3,0.9,1,0.5,5,100,0,0,0,20.3121699752322,14.6,17.3,17
15,3,0.9,1,0.5,5,100,0,0,0,20.3121699752322,17.3,20.3,20
0,7,0.9,1,0.5,5,100,0.161457884235031,0,0.701154038905387,20.3121699752322,4.2,5.61927105788248,5
1,7,0.9,1,0.5,5,100,0.120527559114529,0.082608682663175,0.712796927806879,20.3121699752322,5.15782607786422,6.6232144839101,6
3,7,0.9,1,0.5,5,100,0.0990091106789374,1.15488529593241,0.670280257596564,20.3121699752322,7.70841970715269,8.41951838547405,8
7,7,0.9,1,0.5,5,100,0.0505260827986898,2.72504109124585,0.283052706502323,20.3121699752322,12.4075287638721,12.1297287403515,12
12,7,0.9,1,0.5,5,100,0.00647722255741049,3.17344402832941,0.100669071524614,20.3121699752322,17.2214108198306,17.0620725830554,17
15,7,0.9,1,0.5,5,100,0,0,0,20.3121699752322,17.7,20.7,20
0,12,0.9,1,0.5,5,100,0.243000504754915,0,0.650501712028151,20.3121699752322,4.7,6.07849974762254,5
1,12,0.9,1,0.5,5,100,0.204890824149679,0,0.65477015961645,20.3121699752322,5.6,7.09755458792516,6
3,12,0.9,1,0.5,5,100,0.163013587447389,0.469722775316107,0.646359105581062,20.3121699752322,7.72880594272127,9.02454865121308,8
7,12,0.9,1,0.5,5,100,0.162929721295796,2.37156374818821,0.492158909171436,20.3121699752322,12.6600946237317,12.6442223897145,12
12,12,0.9,1,0.5,5,100,0.107041290222053,3.70830405776528,0.262134002625693,20.3121699752322,18.0958128404357,17.4048185433359,17
15,12,0.9,1,0.5,5,100,0.0708930852307381,4.19650116856326,0.131405823546457,20.3121699752322,21.1375508179943,20.325253223672,20
0,15,0.9,1,0.5,5,100,0.275970336715366,0,0.634210731223363,20.3121699752322,5,6.36201483164232,5
1,15,0.9,1,0.5,5,100,0.240913337384776,0,0.636131082675705,20.3121699752322,5.9,7.37954333130761,6
3,15,0.9,1,0.5,5,100,0.185328087579344,0.0922798950358804,0.640610510181834,20.3121699752322,7.76459592652512,9.38887997720315,8
7,15,0.9,1,0.5,5,100,0.199458988074043,2.20244581663069,0.512200394145783,20.3121699752322,12.8417120716415,12.9597813426368,12
12,15,0.9,1,0.5,5,100,0.158495094129836,3.54559091650716,0.365501789841126,20.3121699752322,18.281913641555,17.7116342696336,17
15,15,0.9,1,0.5,5,100,0.132161881520138,4.31896569807643,0.249949336547581,20.3121699752322,21.5232759886535,20.5701259196246,20
0,1,1,1,0.5,5,100,0,0,0,20.3121699752322,3.6,5.1,5
1,1,1,1,0.5,5,100,0,0,0,20.3121699752322,4.5,6.1,6
3,1,1,1,0.5,5,100,0,0,0,20.3121699752322,6.3,8.1,8
7,1,1,1,0.5,5,100,0,0,0,20.3121699752322,9.9,12.1,12
12,1,1,1,0.5,5,100,0,0,0,20.3121699752322,14.4,17.1,17
15,1,1,1,0.5,5,100,0,0,0,20.3121699752322,17.1,20.1,20
0,3,1,1,0.5,5,100,0.0618027929525645,0.261986854619518,0.801589765880448,20.3121699752322,4.00958948369561,5.21670123259981,5
1,3,1,1,0.5,5,100,0.0365300009697099,0.754753289690499,0.810240451443122,20.3121699752322,5.3038026317524,6.13078434157705,6
3,3,1,1,0.5,5,100,0,0,0,20.3121699752322,6.5,8.3,8
7,3,1,1,0.5,5,100,0,0,0,20.3121699752322,10.1,12.3,12
12,3,1,1,0.5,5,100,0,0,0,20.3121699752322,14.6,17.3,17
15,3,1,1,0.5,5,100,0,0,0,20.3121699752322,17.3,20.3,20
0,7,1,1,0.5,5,100,0.161457884235031,0,0.701154038905387,20.3121699752322,4.2,5.61927105788248,5
1,7,1,1,0.5,5,100,0.133358065909729,0.258371160067442,0.699372030513483,20.3121699752322,5.30669692805395,6.58164673503165,6
3,7,1,1,0.5,5,100,0.114474621145189,1.20464645923235,0.645395065199686,20.3121699752322,7.86371716738588,8.40183339758094,8
7,7,1,1,0.5,5,100,0.0662859700600746,2.51269135900511,0.290568884591003,20.3121699752322,12.5101530872041,12.1643187431689,12
12,7,1,1,0.5,5,100,0.0158703123294119,2.99210739313902,0.103578333308952,20.3121699752322,17.3936859145112,17.0936433652075,17
15,7,1,1,0.5,5,100,0.00613186308182122,3.14953582477466,0.095633644910183,20.3121699752322,20.2196286598197,20.0670269035042,20
0,12,1,1,0.5,5,100,0.243000504754915,0,0.650501712028151,20.3121699752322,4.7,6.07849974762254,5
1,12,1,1,0.5,5,100,0.204890824149679,0,0.65477015961645,20.3121699752322,5.6,7.09755458792516,6
3,12,1,1,0.5,5,100,0.182751909188585,0.723212664328425,0.626894058407024,20.3121699752322,7.97857013146274,8.96398151254002,8
7,12,1,1,0.5,5,100,0.177641805257347,2.24410302173774,0.475891880144104,20.3121699752322,12.7952824173902,12.6623584930238,12
12,12,1,1,0.5,5,100,0.127132800441208,3.47522934192376,0.265406030078443,20.3121699752322,18.280183473539,17.4413877313946,17
15,12,1,1,0.5,5,100,0.0900454013860083,3.94711369699422,0.138279944329477,20.3121699752322,21.3576909575954,20.3655545599082,20
0,15,1,1,0.5,5,100,0.275970336715366,0,0.634210731223363,20.3121699752322,5,6.36201483164232,5
1,15,1,1,0.5,5,100,0.240913337384776,0,0.636131082675705,20.3121699752322,5.9,7.37954333130761,6
3,15,1,1,0.5,5,100,0.204215347378292,0.418801025001123,0.624422639985248,20.3121699752322,8.0350408200009,9.31413212131063,8
7,15,1,1,0.5,5,100,0.216838413877363,2.14470037313863,0.49477976105135,20.3121699752322,13.0157602985109,12.9626407184336,12
12,15,1,1,0.5,5,100,0.177155835898485,3.34203302442261,0.35525117211988,20.3121699752322,18.4736264195381,17.7430154771662,17
15,15,1,1,0.5,5,100,0.151892252728281,4.02725931747924,0.250602838249645,20.3121699752322,21.7218074539834,20.61860201014,20
0,1,0,2,0.5,5,100,0,0,0,20.3121699752322,2.6,5.1,5
1,1,0,2,0.5,5,100,0,0,0,20.3121699752322,3.5,6.1,6
3,1,0,2,0.5,5,100,0,0,0,20.3121699752322,5.3,8.1,8
7,1,0,2,0.5,5,100,0,0,0,20.3121699752322,8.9,12.1,12
12,1,0,2,0.5,5,100,0,0,0,20.3121699752322,13.4,17.1,17
15,1,0,2,0.5,5,100,0,0,0,20.3121699752322,16.1,20.1,20
0,3,0,2,0.5,5,100,0.00297016303587836,0,0.958484113666768,20.3121699752322,2.8,5.29851491848206,5
1,3,0,2,0.5,5,100,0,0,0,20.3121699752322,3.7,6.3,6
3,3,0,2,0.5,5,100,0,0,0,20.3121699752322,5.5,8.3,8
7,3,0,2,0.5,5,100,0,0,0,20.3121699752322,9.1,12.3,12
12,3,0,2,0.5,5,100,0,0,0,20.3121699752322,13.6,17.3,17
15,3,0,2,0.5,5,100,0,0,0,20.3121699752322,16.3,20.3,20
0,7,0,2,0.5,5,100,0.092438719945975,0,0.769212860973107,20.3121699752322,3.2,5.65378064002701,5
1,7,0,2,0.5,5,100,0.0592246957719351,0,0.795853760154492,20.3121699752322,4.1,6.67038765211403,6
3,7,0,2,0.5,5,100,0.0113528109511071,0,0.887854518667556,20.3121699752322,5.9,8.69432359452445,8
7,7,0,2,0.5,5,100,0,0,0,20.3121699752322,9.5,12.7,12
12,7,0,2,0.5,5,100,0,0,0,20.3121699752322,14,17.7,17
15,7,0,2,0.5,5,100,0,0,0,20.3121699752322,16.7,20.7,20
0,12,0,2,0.5,5,100,0.175356997924782,0,0.696704339709359,20.3121699752322,3.7,6.11232150103761,5
1,12,0,2,0.5,5,100,0.144874006988866,0,0.705337488263057,20.3121699752322,4.6,7.12756299650557,6
3,12,0,2,0.5,5,100,0.0923044591824979,0,0.73037111154142,20.3121699752322,6.4,9.15384777040875,8
7,12,0,2,0.5,5,100,0.01603859406502,0,0.841500609604128,20.3121699752322,10,13.1919807029675,12
12,12,0,2,0.5,5,100,0,0,0,20.3121699752322,14.5,18.2,17
15,12,0,2,0.5,5,100,0,0,0,20.3121699752322,17.2,21.2,20
0,15,0,2,0.5,5,100,0.210567746182084,0,0.673755183766375,20.3121699752322,4,6.39471612690896,5
1,15,0,2,0.5,5,100,0.182105033547686,0,0.678819603232302,20.3121699752322,4.9,7.40894748322616,6
3,15,0,2,0.5,5,100,0.132332243108093,0,0.693616973996798,20.3121699752322,6.7,9.43383387844595,8
7,15,0,2,0.5,5,100,0.0532483572279537,0,0.749376309160445,20.3121699752322,10.3,13.473375821386,12
12,15,0,2,0.5,5,100,0,0,0,20.3121699752322,14.8,18.5,17
15,15,0,2,0.5,5,100,0,0,0,20.3121699752322,17.5,21.5,20
0,1,0.1,2,0.5,5,100,0,0,0,20.3121699752322,2.6,5.1,5
1,1,0.1,2,0.5,5,100,0,0,0,20.3121699752322,3.5,6.1,6
3,1,0.1,2,0.5,5,100,0,0,0,20.3121699752322,5.3,8.1,8
7,1,0.1,2,0.5,5,100,0,0,0,20.3121699752322,8.9,12.1,12
12,1,0.1,2,0.5,5,100,0,0,0,20.3121699752322,13.4,17.1,17
15,1,0.1,2,0.5,5,100,0,0,0,20.3121699752322,16.1,20.1,20
0,3,0.1,2,0.5,5,100,0.00297016303587836,0,0.958484113666768,20.3121699752322,2.8,5.29851491848206,5
1,3,0.1,2,0.5,5,100,0,0,0,20.3121699752322,3.7,6.3,6
3,3,0.1,2,0.5,5,100,0,0,0,20.3121699752322,5.5,8.3,8
7,3,0.1,2,0.5,5,100,0,0,0,20.3121699752322,9.1,12.3,12
12,3,0.1,2,0.5,5,100,0,0,0,20.3121699752322,13.6,17.3,17
15,3,0.1,2,0.5,5,100,0,0,0,20.3121699752322,16.3,20.3,20
0,7,0.1,2,0.5,5,100,0.092438719945975,0,0.769212860973107,20.3121699752322,3.2,5.65378064002701,5
1,7,0.1,2,0.5,5,100,0.0592246957719351,0,0.795853760154492,20.3121699752322,4.1,6.67038765211403,6
3,7,0.1,2,0.5,5,100,0.0113528109511071,0,0.887854518667556,20.3121699752322,5.9,8.69432359452445,8
7,7,0.1,2,0.5,5,100,0,0,0,20.3121699752322,9.5,12.7,12
12,7,0.1,2,0.5,5,100,0,0,0,20.3121699752322,14,17.7,17
15,7,0.1,2,0.5,5,100,0,0,0,20.3121699752322,16.7,20.7,20
0,12,0.1,2,0.5,5,100,0.175356997924782,0,0.696704339709359,20.3121699752322,3.7,6.11232150103761,5
1,12,0.1,2,0.5,5,100,0.144874006988866,0,0.705337488263057,20.3121699752322,4.6,7.12756299650557,6
3,12,0.1,2,0.5,5,100,0.0923044591824979,0,0.73037111154142,20.3121699752322,6.4,9.15384777040875,8
7,12,0.1,2,0.5,5,100,0.01603859406502,0,0.841500609604128,20.3121699752322,10,13.1919807029675,12
12,12,0.1,2,0.5,5,100,0,0,0,20.3121699752322,14.5,18.2,17
15,12,0.1,2,0.5,5,100,0,0,0,20.3121699752322,17.2,21.2,20
0,15,0.1,2,0.5,5,100,0.210567746182084,0,0.673755183766375,20.3121699752322,4,6.39471612690896,5
1,15,0.1,2,0.5,5,100,0.182105033547686,0,0.678819603232302,20.3121699752322,4.9,7.40894748322616,6
3,15,0.1,2,0.5,5,100,0.132332243108093,0,0.693616973996798,20.3121699752322,6.7,9.43383387844595,8
7,15,0.1,2,0.5,5,100,0.0532483572279537,0,0.749376309160445,20.3121699752322,10.3,13.473375821386,12
12,15,0.1,2,0.5,5,100,0,0,0,20.3121699752322,14.8,18.5,17
15,15,0.1,2,0.5,5,100,0,0,0,20.3121699752322,17.5,21.5,20
0,1,0.4,2,0.5,5,100,0,0,0,20.3121699752322,2.6,5.1,5
1,1,0.4,2,0.5,5,100,0,0,0,20.3121699752322,3.5,6.1,6
3,1,0.4,2,0.5,5,100,0,0,0,20.3121699752322,5.3,8.1,8
7,1,0.4,2,0.5,5,100,0,0,0,20.3121699752322,8.9,12.1,12
12,1,0.4,2,0.5,5,100,0,0,0,20.3121699752322,13.4,17.1,17
15,1,0.4,2,0.5,5,100,0,0,0,20.3121699752322,16.1,20.1,20
0,3,0.4,2,0.5,5,100,0.00466436727459086,0.432744173820968,0.947579122191261,20.3121699752322,2.88654883476419,5.21111898159851,5
1,3,0.4,2,0.5,5,100,0,0,0,20.3121699752322,3.7,6.3,6
3,3,0.4,2,0.5,5,100,0,0,0,20.3121699752322,5.5,8.3,8
7,3,0.4,2,0.5,5,100,0,0,0,20.3121699752322,9.1,12.3,12
12,3,0.4,2,0.5,5,100,0,0,0,20.3121699752322,13.6,17.3,17
15,3,0.4,2,0.5,5,100,0,0,0,20.3121699752322,16.3,20.3,20
0,7,0.4,2,0.5,5,100,0.092438719945975,0,0.769212860973107,20.3121699752322,3.2,5.65378064002701,5
1,7,0.4,2,0.5,5,100,0.0592246957719351,0,0.795853760154492,20.3121699752322,4.1,6.67038765211403,6
3,7,0.4,2,0.5,5,100,0.013991919425849,0.552314245994408,0.876061810093627,20.3121699752322,6.01046284919888,8.58254119108819,8
7,7,0.4,2,0.5,5,100,0,0,0,20.3121699752322,9.5,12.7,12
12,7,0.4,2,0.5,5,100,0,0,0,20.3121699752322,14,17.7,17
15,7,0.4,2,0.5,5,100,0,0,0,20.3121699752322,16.7,20.7,20
0,12,0.4,2,0.5,5,100,0.175356997924782,0,0.696704339709359,20.3121699752322,3.7,6.11232150103761,5
1,12,0.4,2,0.5,5,100,0.144874006988866,0,0.705337488263057,20.3121699752322,4.6,7.12756299650557,6
3,12,0.4,2,0.5,5,100,0.0923044591824979,0,0.73037111154142,20.3121699752322,6.4,9.15384777040875,8
7,12,0.4,2,0.5,5,100,0.021608934761825,1.26412558998536,0.817359648242114,20.3121699752322,10.2528251179971,12.936370414622,12
12,12,0.4,2,0.5,5,100,0,0,0,20.3121699752322,14.5,18.2,17
15,12,0.4,2,0.5,5,100,0,0,0,20.3121699752322,17.2,21.2,20
0,15,0.4,2,0.5,5,100,0.210567746182084,0,0.673755183766375,20.3121699752322,4,6.39471612690896,5
1,15,0.4,2,0.5,5,100,0.182109285879715,4.10225926326142e-05,0.678825254075988,20.3121699752322,4.90000820451853,7.40893715254162,6
3,15,0.4,2,0.5,5,100,0.132332243108093,0,0.693616973996798,20.3121699752322,6.7,9.43383387844595,8
7,15,0.4,2,0.5,5,100,0.0532483572279537,0,0.749376309160445,20.3121699752322,10.3,13.473375821386,12
12,15,0.4,2,0.5,5,100,0.00634028612479198,5.30384045804459,0.851582761297533,20.3121699752322,15.8607680916089,17.4360617653287,17
15,15,0.4,2,0.5,5,100,0,0,0,20.3121699752322,17.5,21.5,20
0,1,0.9,2,0.5,5,100,0,0,0,20.3121699752322,2.6,5.1,5
1,1,0.9,2,0.5,5,100,0,0,0,20.3121699752322,3.5,6.1,6
3,1,0.9,2,0.5,5,100,0,0,0,20.3121699752322,5.3,8.1,8
7,1,0.9,2,0.5,5,100,0,0,0,20.3121699752322,8.9,12.1,12
12,1,0.9,2,0.5,5,100,0,0,0,20.3121699752322,13.4,17.1,17
15,1,0.9,2,0.5,5,100,0,0,0,20.3121699752322,16.1,20.1,20
0,3,0.9,2,0.5,5,100,0.0198692542238497,0.786538912659508,0.889270605634099,20.3121699752322,3.35057723886166,5.13275759035617,5
1,3,0.9,2,0.5,5,100,0.00288269524900615,1.28771555418216,0.95027346248052,20.3121699752322,4.60140088792751,6.04101554153906,6
3,3,0.9,2,0.5,5,100,0,0,0,20.3121699752322,5.5,8.3,8
7,3,0.9,2,0.5,5,100,0,0,0,20.3121699752322,9.1,12.3,12
12,3,0.9,2,0.5,5,100,0,0,0,20.3121699752322,13.6,17.3,17
15,3,0.9,2,0.5,5,100,0,0,0,20.3121699752322,16.3,20.3,20
0,7,0.9,2,0.5,5,100,0.100319577281234,0.180221665071904,0.760767580632479,20.3121699752322,3.32615516555033,5.613795878345,5
1,7,0.9,2,0.5,5,100,0.0853414962026004,0.683581433499501,0.758633123368748,20.3121699752322,4.57850700344965,6.5206129651988,6
3,7,0.9,2,0.5,5,100,0.0566296430952977,1.70581784159778,0.752777331415827,20.3121699752322,7.09407248911845,8.33052161013279,8
7,7,0.9,2,0.5,5,100,0,0,0,20.3121699752322,9.5,12.7,12
12,7,0.9,2,0.5,5,100,0,0,0,20.3121699752322,14,17.7,17
15,7,0.9,2,0.5,5,100,0,0,0,20.3121699752322,16.7,20.7,20
0,12,0.9,2,0.5,5,100,0.175356997924782,0,0.696704339709359,20.3121699752322,3.7,6.11232150103761,5
1,12,0.9,2,0.5,5,100,0.145872454702262,0.0248512689207339,0.704459645917527,20.3121699752322,4.61739588824451,7.12209351886472,6
3,12,0.9,2,0.5,5,100,0.130939110845797,1.0733908604716,0.683551413361666,20.3121699752322,7.15137360233012,8.91985227248278,8
7,12,0.9,2,0.5,5,100,0.126557857178831,3.27033049435175,0.550781427031809,20.3121699752322,12.2892313460462,12.4826549725402,12
12,12,0.9,2,0.5,5,100,0.0672724675032881,4.64552715601172,0.26369446994043,20.3121699752322,17.7518690092082,17.237258335046,17
15,12,0.9,2,0.5,5,100,0.0334605442120313,5.00350436057642,0.125301083392858,20.3121699752322,20.7024530524035,20.1825688557787,20
0,15,0.9,2,0.5,5,100,0.210567746182084,0,0.673755183766375,20.3121699752322,4,6.39471612690896,5
1,15,0.9,2,0.5,5,100,0.182156806899641,0.00106805941686787,0.678788000551696,20.3121699752322,4.90074764159181,7.40870798466681,6
3,15,0.9,2,0.5,5,100,0.157824298775285,0.712981111763593,0.668462740095395,20.3121699752322,7.19908677823451,9.27849162825964,8
7,15,0.9,2,0.5,5,100,0.16930521520649,3.11188211931631,0.55447134780906,20.3121699752322,12.4783174835214,12.7929709685335,12
12,15,0.9,2,0.5,5,100,0.126407981598433,4.48216059413259,0.395308613381222,20.3121699752322,17.9375124158928,17.5403638903743,17
15,15,0.9,2,0.5,5,100,0.096517847779922,5.25055338651612,0.254329280808034,20.3121699752322,21.1753873705613,20.4016303988068,20
0,1,1,2,0.5,5,100,0,0,0,20.3121699752322,2.6,5.1,5
1,1,1,2,0.5,5,100,0,0,0,20.3121699752322,3.5,6.1,6
3,1,1,2,0.5,5,100,0,0,0,20.3121699752322,5.3,8.1,8
7,1,1,2,0.5,5,100,0,0,0,20.3121699752322,8.9,12.1,12
12,1,1,2,0.5,5,100,0,0,0,20.3121699752322,13.4,17.1,17
15,1,1,2,0.5,5,100,0,0,0,20.3121699752322,16.1,20.1,20
0,3,1,2,0.5,5,100,0.0237515996604103,0.789693201315009,0.878778724331962,20.3121699752322,3.43175456105201,5.13018555990679,5
1,3,1,2,0.5,5,100,0.0049678871083367,1.24063759940823,0.933217097262992,20.3121699752322,4.69251007952659,6.04938853656419,6
3,3,1,2,0.5,5,100,0,0,0,20.3121699752322,5.5,8.3,8
7,3,1,2,0.5,5,100,0,0,0,20.3121699752322,9.1,12.3,12
12,3,1,2,0.5,5,100,0,0,0,20.3121699752322,13.6,17.3,17
15,3,1,2,0.5,5,100,0,0,0,20.3121699752322,16.3,20.3,20
0,7,1,2,0.5,5,100,0.109255832906388,0.328179277356719,0.751564449336692,20.3121699752322,3.46254342188537,5.57973622807546,5
1,7,1,2,0.5,5,100,0.0960251437423887,0.808744608639465,0.745014453678035,20.3121699752322,4.74699568691157,6.49023850640091,6
3,7,1,2,0.5,5,100,0.0688619092027002,1.73658282835631,0.727459765659117,20.3121699752322,7.28926626268504,8.31825247972739,8
7,7,1,2,0.5,5,100,0,0,0,20.3121699752322,9.5,12.7,12
12,7,1,2,0.5,5,100,0,0,0,20.3121699752322,14,17.7,17
15,7,1,2,0.5,5,100,0,0,0,20.3121699752322,16.7,20.7,20
0,12,1,2,0.5,5,100,0.175439670745992,0.00146627487171481,0.696645737291083,20.3121699752322,3.70117301989737,6.11198690965266,5
1,12,1,2,0.5,5,100,0.159409495657001,0.308060959531265,0.692919171185359,20.3121699752322,4.84644876762501,7.05868306026525,6
3,12,1,2,0.5,5,100,0.147932129627987,1.28269222043674,0.664925173271471,20.3121699752322,7.42615377634939,8.86949549109866,8
7,12,1,2,0.5,5,100,0.142931731586026,3.05572809000084,0.521868767891375,20.3121699752322,12.4445824720007,12.5173885162068,12
12,12,1,2,0.5,5,100,0.0876405305929668,4.29819347083009,0.268792403371629,20.3121699752322,17.9385547766641,17.2965410405375,17
15,12,1,2,0.5,5,100,0.0539583493660364,4.72059357973661,0.134249923370969,20.3121699752322,20.9764748637893,20.2289021093697,20
0,15,1,2,0.5,5,100,0.210567746182084,0,0.673755183766375,20.3121699752322,4,6.39471612690896,5
1,15,1,2,0.5,5,100,0.183500801287909,0.0304315423969753,0.677787845507564,20.3121699752322,4.92434523391758,7.40216329087665,6
3,15,1,2,0.5,5,100,0.176106061688271,1.02015180888398,0.651477047812412,20.3121699752322,7.51612144710719,9.20791660737907,8
7,15,1,2,0.5,5,100,0.190956746121831,2.99396279287391,0.524531079044875,20.3121699752322,12.6951702342991,12.8057290683643,12
12,15,1,2,0.5,5,100,0.146043412389814,4.19571850827427,0.380834833782349,20.3121699752322,18.1565748066194,17.5878345921502,17
